"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulPriv";"Tornado Ground Attack (c) 1991 Energize - 1 disk.";"1991 Energize";"whdload";"0";"Tornado Ground Attack";"TornadoGroundAttack";"840118";"T\TornadoGroundAttack\TornadoGroundAttack.Slave";"262144";"T\TornadoGroundAttack";"524288";"TornadoGroundAttack";"OCS/ECS";"";"";"";"";"";"tornado ground attack";"Exact";"100";"TornadoGroundAttack";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TornadoGroundAttack\igame.iff";"tornadogroundattack"
"NoError, EmulTrap";"Torvak the Warrior ? Core Design.";"Core Design ";"whdload";"0";"Torvak The Warrior";"TorvakTheWarrior";"1816040";"T\TorvakTheWarrior\TorvakTheWarrior.slave";"0";"T\TorvakTheWarrior";"524288";"TorvakTheWarrior";"OCS/ECS";"";"";"";"";"";"torvak the warrior";"Exact";"100";"TorvakTheWarrior";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TorvakTheWarrior\igame.iff";"torvakthewarrior"
"NoError, EmulPriv, Examine";"Total Eclipse (c) 1989 Incentive Software/Domark";"1989 Incentive Software/Domark";"whdload";"0";"Total Eclipse";"TotalEclipse";"413288";"T\TotalEclipse\TotalEclipse.Slave";"266240";"T\TotalEclipse";"524288";"TotalEclipse";"OCS/ECS";"";"";"";"";"";"total eclipse";"Exact";"100";"TotalEclipse";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TotalEclipse\igame.iff";"totaleclipse"
"NoError";"";"1996 Domark/Akklaim";"whdload";"0";"Total Football";"TotalFootball";"1989920";"T\TotalFootball\TotalFootball.Slave";"0";"T\TotalFootball";"1048576";"TotalFootball";"OCS/ECS";"";"";"";"";"";"total football";"Exact";"100";"TotalFootball";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TotalFootball\igame.iff";"totalfootball"
"NoError, EmulTrap, ClearMem";"Total Recall ? 1990 Ocean.";"1990 Ocean";"whdload";"0";"Total Recall";"TotalRecallFiles";"826003";"T\TotalRecallFiles\TotalRecallFiles.Slave";"0";"T\TotalRecallFiles";"524288";"TotalRecall";"OCS/ECS";"";"";"";"Files";"";"total recall";"Exact";"100";"TotalRecall";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TotalRecall\igame.iff";"totalrecall"
"Disk, NoError, EmulTrap";"Total Recall ? 1990 Ocean.";"";"whdload";"0";"";"TotalRecallImage";"1821065";"T\TotalRecallImage\TotalRecallImage.Slave";"";"T\TotalRecallImage";"524288";"TotalRecall";"OCS/ECS";"";"";"";"Image";"";"total recall";"Exact";"100";"TotalRecall";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TotalRecall\igame.iff";"totalrecall"
"NoError, EmulTrap";"Tournament Golf (c) 1990 Elite - 2 disks.";"1990 Elite";"whdload";"0";"Tournament Golf";"TournamentGolf";"1108408";"T\TournamentGolf\TournamentGolf.Slave";"0";"T\TournamentGolf";"524288";"TournamentGolf";"OCS/ECS";"";"";"";"";"";"tournament golf";"Exact";"100";"tournament-golf";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\tournament-golf\screen_001.png";"tournament-golf"
"NoError, EmulTrap, EmulTrapV";"";"1988-1990 Pete Cooke / Rainbird";"whdload";"0";"Tower of Babel";"TowerOfBabel";"928440";"T\TowerOfBabel\TowerOfBabel.Slave";"0";"T\TowerOfBabel";"524288";"TowerOfBabel";"OCS/ECS";"";"";"";"";"";"tower of babel";"Exact";"100";"TowerOfBabel";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TowerOfBabel\igame.iff";"towerofbabel"
"NoError";"Tower Toppler (C) 1987/88 Hewson.";"";"whdload";"298496";"";"TowerToppler";"374458";"T\TowerToppler\TowerToppler.slave";"";"T\TowerToppler";"524288";"TowerToppler";"OCS/ECS";"";"";"";"";"";"tower toppler";"Exact";"100";"tower-toppler";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\t\tower-toppler\screen_008.png";"tower-toppler"
"NoError, EmulPriv, Examine";"The Town with no Name ? 1991 D4i.";"1991 Delta 4 Interactive";"whdload";"0";"The Town with no Name";"TownWithNoNameCDTV";"47774794";"T\TownWithNoNameCDTV\TownWithNoNameCDTV.Slave";"262144";"T\TownWithNoNameCDTV";"1015808";"TownWithNoName";"CDTV";"";"";"";"";"";"town with no name the";"Exact";"100";"town-with-no-name-the";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\t\town-with-no-name-the\screen_023.png";"town-with-no-name-the"
"NoError, EmulTrap, ClearMem";"Celica GT Rally ? 1990 Gremlin.";"1990 Gremlin";"whdload";"0";"Celica GT Rally";"ToyotaCelicaGTRally";"602620";"T\ToyotaCelicaGTRally\ToyotaCelicaGTRally.Slave";"0";"T\ToyotaCelicaGTRally";"524288";"ToyotaCelicaGTRally";"OCS/ECS";"";"";"";"";"";"toyota celica gtrally gt rally";"Exact";"100";"ToyotaCelicaGTRally";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\ToyotaCelicaGTRally\igame.iff";"toyotacelicagtrally"
"Disk, NoError, EmulPriv, ClearMem";"The Toyottes ? 1989 Infogrames.";"1989 Infogrames";"whdload";"0";"The Toyottes";"ToyottesFiles";"382062";"T\ToyottesFiles\ToyottesFiles.Slave";"262144";"T\ToyottesFiles";"524288";"Toyottes";"OCS/ECS";"";"";"";"Files";"";"toyottes the";"Exact";"100";"toyottes-the";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\t\toyottes-the\screen_007.png";"toyottes-the"
"Disk, NoError, EmulPriv, ClearMem";"The Toyottes ? 1989 Infogrames.";"1989 Infogrames";"whdload";"0";"The Toyottes";"ToyottesImage";"432021";"T\ToyottesImage\ToyottesImage.Slave";"262144";"T\ToyottesImage";"524288";"Toyottes";"OCS/ECS";"";"";"";"Image";"";"toyottes the";"Exact";"100";"toyottes-the";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\t\toyottes-the\screen_007.png";"toyottes-the"
"NoError, EmulPriv, Examine";"T-Racer ? 1996 Virtual Dreams.";"1996 Virtual Dreams.";"whdload";"0";"T-Racer";"TRacer";"1570185";"T\TRacer\TRacer.Slave";"786432";"T\TRacer";"524288";"TRacer";"OCS/ECS";"";"";"";"";"";"tracer racer";"Exact";"100";"t-racer";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\t\t-racer\screen_002.png";"t-racer"
"NoError, EmulTrap";"Tracker ? 1988 Mindware/Rainbird.";"1988 Mindware/Rainbird";"whdload";"0";"Tracker";"Tracker";"459105";"T\Tracker\Tracker.Slave";"0";"T\Tracker";"524288";"Tracker";"OCS/ECS";"";"";"";"";"";"tracker";"Exact";"100";"tracker";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\tracker\igame.iff";"tracker"
"NoError, EmulPriv, Examine";"Traders (c) 1991 Linel, english and german version.";"1991 Linel";"whdload";"0";"Traders";"Traders";"689801";"T\Traders\Traders.slave";"262144";"T\Traders";"983040";"Traders";"OCS/ECS";"";"";"";"";"";"traders";"Exact";"100";"Traders";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\Traders\igame.iff";"traders"
"NoError, EmulPriv, Examine";"Traders (c) 1991 Linel, english and german version.";"1991 Linel";"whdload";"0";"Traders";"TradersDe";"689803";"T\TradersDe\TradersDe.slave";"262144";"T\TradersDe";"983040";"Traders";"OCS/ECS";"De";"";"";"";"";"traders";"Exact";"100";"Traders";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\Traders\igame.iff";"traders"
"NoError, EmulTrap, NoDivZero, ClearMem";"Trained Assassin ? 1989 Digital Magic Software.";"1989 Digital Magic Software";"whdload";"0";"Trained Assassin";"TrainedAssassin";"982103";"T\TrainedAssassin\TrainedAssassin.Slave";"0";"T\TrainedAssassin";"524288";"TrainedAssassin";"OCS/ECS";"";"";"";"";"";"trained assassin";"Exact";"100";"TrainedAssassin";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrainedAssassin\igame.iff";"trainedassassin"
"NoError, EmulPriv, ClearMem, Examine";"Transarctica ? 1993 Silmarils.";"1993 Silmarils";"whdload";"0";"Transarctica ECS";"Transarctica";"1362349";"T\Transarctica\Transarctica.Slave";"524288";"T\Transarctica";"917504";"Transarctica";"OCS/ECS";"";"";"";"";"";"transarctica";"Exact";"100";"Transarctica";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Transarctica\igame.iff";"transarctica"
"Disk, NoError, EmulTrap, NoKbd";"Transplant by ???.";"";"whdload";"0";"";"Transplant";"255342";"T\Transplant\Transplant.Slave";"0";"T\Transplant";"524288";"Transplant";"OCS/ECS";"";"";"";"";"";"transplant";"Exact";"100";"Transplant";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\Transplant\igame.iff";"transplant"
"NoError, EmulTrap";"Traps'n'Treasures (c) 1991 Starbyte - 2 disks.";"1993 Starbyte";"whdload";"0";"Traps";"TrapsNTreasures";"1827596";"T\TrapsNTreasures\TrapsNTreasures.Slave";"532480";"T\TrapsNTreasures";"524288";"TrapsNTreasures";"OCS/ECS";"";"";"";"";"";"traps ntreasures";"Exact";"100";"TrapsNTreasures";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrapsNTreasures\igame.iff";"trapsntreasures"
"NoError, EmulTrap";"Traps'n'Treasures (c) 1991 Starbyte - 2 disks.";"1993 Starbyte";"whdload";"0";"Traps";"TrapsNTreasuresDe";"1827598";"T\TrapsNTreasuresDe\TrapsNTreasuresDe.Slave";"532480";"T\TrapsNTreasuresDe";"524288";"TrapsNTreasures";"OCS/ECS";"De";"";"";"";"";"traps ntreasures";"Exact";"100";"TrapsNTreasures";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrapsNTreasures\igame.iff";"trapsntreasures"
"NoError, EmulTrap, NoKbd";"Treasure Island Dizzy (c) 1989 Codemasters - 1 disk.";"1989 Codemasters";"whdload";"0";"Treasure Island Dizzy";"TreasureIslandDizzy";"181244";"T\TreasureIslandDizzy\TreasureIslandDizzy.slave";"0";"T\TreasureIslandDizzy";"524288";"TreasureIslandDizzy";"OCS/ECS";"";"";"";"";"";"treasure island dizzy";"Exact";"100";"TreasureIslandDizzy";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TreasureIslandDizzy\igame.iff";"treasureislanddizzy"
"NoError, EmulPriv, ClearMem, Examine";"Treasures Of The Savage Frontier ?1991 SSI";"1991 SSI";"whdload";"0";"Treasures Of The Savage Frontier";"TreasuresOfSavageFrontier";"2416815";"T\TreasuresOfSavageFrontier\TreasuresOfSavageFrontier.Slave";"786432";"T\TreasuresOfSavageFrontier";"524288";"TreasuresOfSavageFrontier";"OCS/ECS";"";"";"";"";"";"treasures of savage frontier the";"Exact";"100";"TreasuresOfSavageFrontier";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\TreasuresOfSavageFrontier\igame.iff";"treasuresofsavagefrontier"
"NoError, EmulTrap, ClearMem";"Treasure Trap ? 1989 Emerald Software Ltd.";"1989 Emerald Software Ltd.";"whdload";"0";"Treasure Trap";"TreasureTrap";"942956";"T\TreasureTrap\TreasureTrap.slave";"0";"T\TreasureTrap";"524288";"TreasureTrap";"OCS/ECS";"";"";"";"";"";"treasure trap";"Exact";"100";"treasure-trap";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\t\treasure-trap\screen_002.png";"treasure-trap"
"Disk, NoError, EmulTrap";"Trex Warrior ? 199? Thalion";"199? Thalion";"whdload";"0";"Trex Warrior";"TrexWarrior";"831736";"T\TrexWarrior\TrexWarrior.slave";"0";"T\TrexWarrior";"1048576";"TrexWarrior";"OCS/ECS";"";"";"";"";"";"trex warrior";"Exact";"100";"TrexWarrior";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrexWarrior\igame.iff";"trexwarrior"
"NoError, EmulPriv, ClearMem, Examine";"TrianGO ?1988 California Dreams";"1988 California Dreams";"whdload";"0";"TrianGO";"TrianGO";"401310";"T\TrianGO\TrianGO.Slave";"262144";"T\TrianGO";"524288";"TrianGO";"OCS/ECS";"";"";"";"";"";"trian go";"Exact";"100";"TrianGO";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrianGO\igame.iff";"triango"
"NoError, EmulTrap";"Tricky Quiky Games ? 1991 Scope.";"@1991 Scope";"whdload";"0";"Tricky Quiky Games";"TrickyQuikyGamesDe";"4752676";"T\TrickyQuikyGamesDe\TrickyQuikyGamesDe.Slave";"524288";"T\TrickyQuikyGamesDe";"524288";"TrickyQuikyGames";"OCS/ECS";"De";"";"";"";"";"tricky quiky games";"Best";"3.109384";"Tricky-Quiky-Games_-_Die_Suche_nach_den_Verschollenen_Sei";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\T\Tricky-Quiky-Games_-_Die_Suche_nach_den_Verschollenen_Sei_2.png";"tricky-quiky-games_-_die_suche_nach_den_verschollenen_sei"
"NoError, NoKbd, EmulPriv, ClearMem, Examine";"Triple X ? 1989 Axxiom";"1989 Axxiom";"whdload";"0";"Triple X";"TripleX";"705017";"T\TripleX\TripleX.Slave";"262144";"T\TripleX";"524288";"TripleX";"OCS/ECS";"";"";"";"";"";"triple";"Best";"2.59986";"Triple_X";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\T\Triple_X_2.png";"triple_x"
"NoError, EmulPriv";"Trivial Pursuit Genus II ? ???.";"???";"whdload";"0";"Trivial Pursuit Genus II";"TrivialPursuitNewBegin";"915103";"T\TrivialPursuitNewBegin\TrivialPursuitNewBegin.slave";"786432";"T\TrivialPursuitNewBegin";"524288";"TrivialPursuitNewBegin";"OCS/ECS";"";"";"";"";"";"trivial pursuit new begin genus 2";"Exact";"100";"TrivialPursuitNewBegin";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrivialPursuitNewBegin\igame.iff";"trivialpursuitnewbegin"
"NoError, EmulPriv";"Trivial Pursuit Genus II ? ???.";"???";"whdload";"0";"Trivial Pursuit Genus II";"TrivialPursuitNewBeginDe";"915105";"T\TrivialPursuitNewBeginDe\TrivialPursuitNewBeginDe.Slave";"786432";"T\TrivialPursuitNewBeginDe";"524288";"TrivialPursuitNewBegin";"OCS/ECS";"De";"";"";"";"";"trivial pursuit new begin genus 2";"Exact";"100";"TrivialPursuitNewBegin";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrivialPursuitNewBegin\igame.iff";"trivialpursuitnewbegin"
"NoError, EmulPriv";"Trivial Pursuit Genus II ? ???.";"???";"whdload";"0";"Trivial Pursuit Genus II";"TrivialPursuitNewBeginFr";"915105";"T\TrivialPursuitNewBeginFr\TrivialPursuitNewBeginFr.Slave";"786432";"T\TrivialPursuitNewBeginFr";"524288";"TrivialPursuitNewBegin";"OCS/ECS";"Fr";"";"";"";"";"trivial pursuit new begin genus 2";"Exact";"100";"TrivialPursuitNewBegin";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TrivialPursuitNewBegin\igame.iff";"trivialpursuitnewbegin"
"NoError, EmulTrap";"Troddlers ? 1992 Sales Curve.";"1992 Sales Curve";"whdload";"0";"Troddlers";"Troddlers";"1012103";"T\Troddlers\Troddlers.Slave";"0";"T\Troddlers";"524288";"Troddlers";"OCS/ECS";"";"";"";"";"";"troddlers";"Exact";"100";"Troddlers";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\Troddlers\igame.iff";"troddlers"
"NoError, EmulTrap, ClearMem";"Og!/Trog! ? 1992/95 Confused Pelican.";"1992 Confused Pelican";"whdload";"0";"Og!";"Trog";"364672";"T\Trog\Trog.Slave";"0";"T\Trog";"524288";"Trog";"OCS/ECS";"";"";"";"";"";"trog og";"Exact";"100";"Trog";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\Trog\igame.iff";"trog"
"Disk, NoError, EmulTrap";"";"Flair Software";"whdload";"0";"Trolls";"Trolls";"1678551";"T\Trolls\Trolls.Slave";"0";"T\Trolls";"2097152";"Trolls";"OCS/ECS";"";"";"";"";"";"trolls";"Exact";"100";"Trolls";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Trolls\igame.iff";"trolls"
"NoError, ClearMem";"Tubular Worlds ? 1994 Dongleware";"1994 Dongleware";"whdload";"0";"Tubular Worlds (ECS)";"TubularWorldsECS";"3323602";"T\TubularWorldsECS\TubularWorldsECS.Slave";"311296";"T\TubularWorldsECS";"622592";"TubularWorldsECS";"OCS/ECS";"";"";"";"";"";"tubular worlds";"Exact";"100";"TubularWorldsECS";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\TubularWorldsECS\igame.iff";"tubularworldsecs"
"NoError, ClearMem";"Tubular Worlds ? 1994 Dongleware";"1994 Dongleware";"whdload";"0";"Tubular Worlds (ECS/512K)";"TubularWorldsECS";"3323602";"T\TubularWorldsECS\TubularWorldsECS512K.Slave";"311296";"T\TubularWorldsECS";"487424";"TubularWorldsECS";"OCS/ECS";"";"";"";"";"";"tubular worlds 512";"Exact";"100";"TubularWorldsECS";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\TubularWorldsECS\igame.iff";"tubularworldsecs"
"NoError, EmulPriv, Examine";"Turbo ? 1989 Microillusions";"1989 Microillusions";"whdload";"0";"Turbo";"Turbo";"917610";"T\Turbo\Turbo.Slave";"524288";"T\Turbo";"524288";"Turbo";"OCS/ECS";"";"";"";"";"";"turbo";"Exact";"100";"Turbo";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turbo\igame.iff";"turbo"
"NoError, Req68020";"944 Turbo Cup ? 1988 Loriciel.";"1988 Loriciels";"whdload";"0";"944 Turbo Cup";"TurboCup";"925744";"T\TurboCup\TurboCup.Slave";"262144";"T\TurboCup";"524288";"TurboCup";"OCS/ECS";"";"";"";"";"";"turbo cup 944";"Exact";"100";"TurboCup";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TurboCup\igame.iff";"turbocup"
"NoError, Req68020";"944 Turbo Cup ? 1988 Loriciel.";"1988 Loriciels";"whdload";"0";"944 Turbo Cup";"TurboCupFr";"925746";"T\TurboCupFr\TurboCupFr.Slave";"262144";"T\TurboCupFr";"524288";"TurboCup";"OCS/ECS";"Fr";"";"";"";"";"turbo cup 944";"Exact";"100";"TurboCup";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TurboCup\igame.iff";"turbocup"
"NoError, EmulTrap, ClearMem";"Turbo Outrun ? 1990 US Gold.";"1990 US Gold";"whdload";"0";"Turbo Outrun";"TurboOutRun";"1023543";"T\TurboOutRun\TurboOutRun.Slave";"0";"T\TurboOutRun";"524288";"TurboOutRun";"OCS/ECS";"";"";"";"";"";"turbo out run outrun";"Exact";"100";"TurboOutRun";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TurboOutRun\igame.iff";"turbooutrun"
"NoError, EmulPriv, Examine";"TurboRaketti II ? 1992-3 Heikki Kosola.";"1992-3 Heikki Kosola";"whdload";"0";"TurboRaketti II";"TurboRaketti2Fi";"561827";"T\TurboRaketti2Fi\TurboRaketti2Fi.Slave";"585728";"T\TurboRaketti2Fi";"446464";"TurboRaketti2";"OCS/ECS";"Fi";"";"";"";"";"turbo raketti 2";"Exact";"100";"turboraketti-ii";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\t\turboraketti-ii\screen_005.png";"turboraketti-ii"
"NoError, ClearMem";"Turbo Trax ? 1995 Arcane";"1995 Arcane";"whdload";"0";"Turbo Trax ";"TurboTraxArcane";"2404697";"T\TurboTraxArcane\TurboTraxArcane.Slave";"917504";"T\TurboTraxArcane";"589824";"TurboTraxArcane";"OCS/ECS";"";"";"";"";"";"turbo trax arcane";"Exact";"100";"TurboTraxArcane";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TurboTraxArcane\igame.iff";"turbotraxarcane"
"NoError, ClearMem";"Turbo Trax ? 1995 Arcane";"1995 Arcane";"whdload";"0";"Turbo Trax (512k)";"TurboTraxArcane";"2404697";"T\TurboTraxArcane\TurboTraxArcane512KB.Slave";"917504";"T\TurboTraxArcane";"507904";"TurboTraxArcane";"OCS/ECS";"";"";"";"";"";"turbo trax arcane 512";"Exact";"100";"TurboTraxArcane";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TurboTraxArcane\igame.iff";"turbotraxarcane"
"NoError, EmulTrap";"Turn 'n' Burn by Flair (c) 1990 - 1 disk.";"1990 Flair";"whdload";"0";"Turn ";"TurnNBurn";"911828";"T\TurnNBurn\TurnNBurn.slave";"0";"T\TurnNBurn";"524288";"TurnNBurn";"OCS/ECS";"";"";"";"";"";"turn nburn";"Exact";"100";"TurnNBurn";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\TurnNBurn\igame.iff";"turnnburn"
"NoError";"Turrican ? 1990 Rainbow Art/Innerprise.";"1990 Rainbow Arts/Innerprise";"whdload";"0";"Turrican";"Turrican";"1003366";"T\Turrican\Turrican.Slave";"12288";"T\Turrican";"524288";"Turrican";"OCS/ECS";"";"";"";"";"";"turrican";"Exact";"100";"Turrican";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican\igame.iff";"turrican"
"Disk, NoError, ClearMem";"";"1991 Factor 5, Rainbow Arts";"whdload";"132760";"Turrican 2";"Turrican2";"1104037";"T\Turrican2\Turrican2.Slave";"0";"T\Turrican2";"524288";"Turrican2";"OCS/ECS";"";"";"";"";"";"turrican 2";"Exact";"100";"Turrican2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican2\igame.iff";"turrican2"
"NoError, ClearMem";"";"1991 Factor 5, Rainbow Arts";"whdload";"0";"Turrican 2 CDTV";"Turrican2CDTV";"2136700";"T\Turrican2CDTV\Turrican2CDTV.Slave";"81920";"T\Turrican2CDTV";"524288";"Turrican2";"CDTV";"";"";"";"";"";"turrican 2";"Exact";"100";"Turrican2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican2\igame.iff";"turrican2"
"NoError, EmulTrap, ClearMem";"Turrican II demo ? 1990 Rainbow Arts";"1990 Rainbow Arts";"whdload";"0";"Turrican II Demo";"Turrican2Demo";"373618";"T\Turrican2Demo\Turrican2Demo.Slave";"360448";"T\Turrican2Demo";"524288";"Turrican2";"OCS/ECS";"";"";"Demo";"";"";"turrican 2";"Exact";"100";"Turrican2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican2\igame.iff";"turrican2"
"NoError, EmulTrap, ClearMem";"Turrican 3 ? 1993 Factor 5";"1993 Factor 5";"whdload";"0";"Turrican 3";"Turrican3";"1037716";"T\Turrican3\Turrican3.Slave";"4096";"T\Turrican3";"524288";"Turrican3";"OCS/ECS";"";"";"";"";"";"turrican 3";"Exact";"100";"Turrican3";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican3\igame.iff";"turrican3"
"NoError, ClearMem";"Turrican 3 demo ? 1993 Factor 5";"1993 Factor 5";"whdload";"0";"Turrican 3 demo";"Turrican3Demo";"289313";"T\Turrican3Demo\Turrican3Demo.Slave";"270336";"T\Turrican3Demo";"524288";"Turrican3";"OCS/ECS";"";"";"Demo";"";"";"turrican 3";"Exact";"100";"Turrican3";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican3\igame.iff";"turrican3"
"NoError";"Turrican ? 1990 Rainbow Art/Innerprise.";"1990 Rainbow Arts/Innerprise";"whdload";"0";"Turrican";"TurricanCDTV";"1591022";"T\TurricanCDTV\TurricanCDTV.Slave";"12288";"T\TurricanCDTV";"524288";"Turrican";"CDTV";"";"";"";"";"";"turrican";"Exact";"100";"Turrican";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican\igame.iff";"turrican"
"NoError, ClearMem";"Turrican demo ? 1990 Rainbow Arts";"1990 Rainbow Arts";"whdload";"0";"Turrican [demo]";"TurricanDemo";"398612";"T\TurricanDemo\TurricanDemo.Slave";"8192";"T\TurricanDemo";"524288";"Turrican";"OCS/ECS";"";"";"Demo";"";"";"turrican";"Exact";"100";"Turrican";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican\igame.iff";"turrican"
"NoError";"Turrican ? 1990 Rainbow Art/Innerprise.";"1990 Rainbow Arts/Innerprise";"whdload";"0";"Turrican";"TurricanNTSC";"1002818";"T\TurricanNTSC\TurricanNTSC.Slave";"12288";"T\TurricanNTSC";"524288";"Turrican";"OCS/ECS";"";"";"";"NTSC";"";"turrican";"Exact";"100";"Turrican";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\t\Turrican\igame.iff";"turrican"
"NoError, EmulTrap, ClearMem";"Tusker ? 1990 System 3.";"1990 System 3";"whdload";"0";"Tusker";"Tusker";"1152054";"T\Tusker\Tusker.Slave";"0";"T\Tusker";"524288";"Tusker";"OCS/ECS";"";"";"";"";"";"tusker";"Exact";"100";"Tusker";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\T\Tusker\igame.iff";"tusker"
