"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap";"Sensible Soccer 92/93 Meets Bulldog Blighty";"1992 Sensible Software";"whdload";"0";"Sensible Soccer 92/93 Meets Bulldog Blighty";"SensibleSoccerBulldogBlty";"179607";"S\SensibleSoccerBulldogBlty\SensibleSoccerBulldogBlty.Slave";"4096";"S\SensibleSoccerBulldogBlty";"524288";"SensibleSoccerBulldogBlty";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sensible Soccer ? 1992-94 Sensible Software";"1992-94 Sensible Software";"whdload";"0";"Sensible Soccer (512KB)";"SensibleSoccerEuro";"1784097";"S\SensibleSoccerEuro\SensibleSoccerEuro512K.Slave";"36864";"S\SensibleSoccerEuro";"524288";"SensibleSoccerEuro";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sensible Soccer ? 1992-94 Sensible Software";"1992-94 Sensible Software";"whdload";"0";"Sensible Soccer (512KB)";"SensibleSoccerIntEd";"1676683";"S\SensibleSoccerIntEd\SensibleSoccerIntEd512K.Slave";"36864";"S\SensibleSoccerIntEd";"524288";"SensibleSoccerIntEd";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Sentinel (c) 1987 Firebird.";"";"whdload";"0";"";"Sentinel";"180187";"S\Sentinel\Sentinel.slave";"";"S\Sentinel";"524288";"Sentinel";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Seven Gates Of Jambala ? 1989 Thalion";"1989 Thalion";"whdload";"0";"Seven Gates Of Jambala";"SevenGatesOfJambalaImage";"918956";"S\SevenGatesOfJambalaImage\SevenGatesOfJambalaImage.slave";"0";"S\SevenGatesOfJambalaImage";"524288";"SevenGatesOfJambala";"OCS/ECS";"";"";"";"Image";""
"NoError, EmulTrap";"Seymour Goes To Hollywood by Code Masters/Optimus Software (c) 1992 - 1 disk.";"1991 Code Masters";"whdload";"0";"Seymour Goes To Hollywood";"SeymourGoesToHollywood";"241027";"S\SeymourGoesToHollywood\SeymourGoesToHollywood.slave";"0";"S\SeymourGoesToHollywood";"524288";"SeymourGoesToHollywood";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Shadow Dancer (c) 1991 US Gold.";"1991 US Gold";"whdload";"0";"Shadow Dancer";"ShadowDancer";"821273";"S\ShadowDancer\ShadowDancer.Slave";"0";"S\ShadowDancer";"524288";"ShadowDancer";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1992 Domark";"whdload";"0";"Shadow Lands";"Shadowlands";"1252801";"S\Shadowlands\Shadowlands.Slave";"0";"S\Shadowlands";"524288";"Shadowlands";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Beast ? 1989 Psygnosis.";"1989 Psygnosis";"whdload";"0";"Shadow Of The Beast";"ShadowOfTheBeast";"1768184";"S\ShadowOfTheBeast\ShadowOfTheBeast.slave";"0";"S\ShadowOfTheBeast";"524288";"ShadowOfTheBeast";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Shadow Of The Beast 2 (c) 1992 Psygnosis.";"1992 PSYGNOSIS";"whdload";"0";"Shadow Of The Beast II";"ShadowOfTheBeast2";"2056166";"S\ShadowOfTheBeast2\ShadowOfTheBeast2.Slave";"0";"S\ShadowOfTheBeast2";"524288";"ShadowOfTheBeast2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1990 Ocean Software Ltd.";"whdload";"0";"Shadow Warriors";"ShadowWarriors";"1707089";"S\ShadowWarriors\ShadowWarriors.Slave";"0";"S\ShadowWarriors";"524288";"ShadowWarriors";"OCS/ECS";"";"";"";"";""
"NoError";"Sharkeys Moll by Zeppelin Games (c) 1991 - 1 disk.";"1991 Zeppelin Games";"whdload";"0";"Sharkey";"SharkeysMoll";"912735";"S\SharkeysMoll\SharkeysMoll.Slave";"0";"S\SharkeysMoll";"524288";"SharkeysMoll";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Vixen / She-Fox ? 1988 Martech Games";"1988 Martech Games";"whdload";"0";"Vixen / She-Fox";"SheFox";"365521";"S\SheFox\SheFox.slave";"4096";"S\SheFox";"524288";"SheFox";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Shinobi ? 1989 Sega.";"1989 Sega";"whdload";"0";"Shinobi";"Shinobi";"923769";"S\Shinobi\Shinobi.Slave";"0";"S\Shinobi";"524288";"Shinobi";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Shockwave ? 1991 Digital Magic";"1991 Digital Magic";"whdload";"0";"--< S H O C K W A V E >--";"ShockWave";"779796";"S\ShockWave\ShockWave.Slave";"0";"S\ShockWave";"524288";"ShockWave";"OCS/ECS";"";"";"";"";""
"NoError";"Shuffle ? 1990 Tale";"1990 Tale";"whdload";"0";"Shuffle";"Shuffle";"1003215";"S\Shuffle\Shuffle.Slave";"4096";"S\Shuffle";"393216";"Shuffle";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Side Arms ? 1989 Probe.";"1989 Probe";"whdload";"0";"Side Arms";"SideArms";"320793";"S\SideArms\SideArms.slave";"0";"S\SideArms";"524288";"SideArms";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Silkworm ? 1988 The Sales Curve And Jaleco.";"1988 The Sales Curve And Jaleco";"whdload";"0";"Silkworm";"Silkworm";"515298";"S\Silkworm\Silkworm.slave";"0";"S\Silkworm";"524288";"Silkworm";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, EmulTrapV";"Simulcra ? 1990 Graftgold.";"1990 Graftgold";"whdload";"0";"Simulcra";"Simulcra";"918066";"S\Simulcra\Simulcra.Slave";"4096";"S\Simulcra";"524288";"Simulcra";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Sink Or Swim by Zeppelin/Odysseus Software (c) 1993 - 1 disk.";"1993 Zeppelin";"whdload";"0";"Sink Or Swim";"SinkOrSwim512KB";"1591389";"S\SinkOrSwim512KB\SinkOrSwim512KB.Slave";"0";"S\SinkOrSwim512KB";"524288";"SinkOrSwim";"OCS/ECS";"";"512KB";"";"";""
"Disk, NoError, EmulTrap";"Fred ? 1989 Ubi Soft.";"";"whdload";"0";"";"SirFredTheLegend";"931330";"S\SirFredTheLegend\SirFredTheLegend.slave";"";"S\SirFredTheLegend";"524288";"SirFredTheLegend";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sixiang ? 1989 Kingsoft";"1989 KingSoft";"whdload";"0";"Sixiang";"Sixiang";"136573";"S\Sixiang\Sixiang.Slave";"8192";"S\Sixiang";"524288";"Sixiang";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Skidz (c) 1990 Core Design/Gremlin - 1 disk.";"1990 Core Design/Gremlin";"whdload";"0";"Skidz";"Skidz";"956564";"S\Skidz\Skidz.Slave";"4096";"S\Skidz";"524288";"Skidz";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Ski or Die, ?1990 Electronic Arts";"1990 Electronic Arts";"whdload";"0";"--> Ski or Die <--";"SkiOrDie";"911800";"S\SkiOrDie\SkiOrDie.Slave";"0";"S\SkiOrDie";"524288";"SkiOrDie";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Skull & Crossbones ? 1991 Domark.";"1991 Domark";"whdload";"0";"Skull & Crossbones";"Skull&Crossbones";"927440";"S\Skull&Crossbones\Skull&CrossBones.slave";"0";"S\Skull&Crossbones";"524288";"Skull&Crossbones";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Skweek ? 1989 Loriciels";"1989 Loriciels";"whdload";"0";"Skweek";"Skweek";"478087";"S\Skweek\Skweek.Slave";"4096";"S\Skweek";"524288";"Skweek";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrapV, ClearMem";"Sky Chase ? 1988 Imageworks";"1988 Imageworks";"whdload";"0";"Sky Chase ";"SkyChase";"308548";"S\SkyChase\SkyChase.Slave";"4096";"S\SkyChase";"524288";"SkyChase";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Sky High Stuntman (c) 1991 Codemasters - 1 disk.";"1991 Codemasters";"whdload";"0";"Sky High Stuntman";"SkyHighStuntman";"915488";"S\SkyHighStuntman\SkyHighStuntman.Slave";"0";"S\SkyHighStuntman";"524288";"SkyHighStuntman";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Slackskin & Flint (c) 1992 Synergy/Fun Factory - 1";"1992 Synergy/Fun Factory";"whdload";"0";"Slackskin & Flint";"Slackskin&Flint";"842645";"S\Slackskin&Flint\Slackskin&Flint.Slave";"0";"S\Slackskin&Flint";"524288";"Slackskin&Flint";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Slayer ? 1989 Hewson.";"1989 Hewson";"whdload";"0";"Slayer";"Slayer";"484215";"S\Slayer\Slayer.Slave";"0";"S\Slayer";"524288";"Slayer";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"sliders ? 1990 Micro?ds/Palace.";"1990 Microïds/Palace";"whdload";"0";"Sliders";"Sliders";"601200";"S\Sliders\Sliders.Slave";"0";"S\Sliders";"524288";"Sliders";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sly Spy Secret Agent by Ocean (c) 1989 - 2 disks.";"1990 Ocean";"whdload";"0";"Sly Spy Secret Agent";"SlySpySecretAgent";"1294418";"S\SlySpySecretAgent\SlySpySecretAgent.slave";"0";"S\SlySpySecretAgent";"524288";"SlySpySecretAgent";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Snoopy And Peanuts (c) 1988 The Edge - 1 disk.";"1988 The Edge";"whdload";"0";"Snoopy";"Snoopy&Peanuts";"211929";"S\Snoopy&Peanuts\Snoopy&Peanuts.Slave";"4096";"S\Snoopy&Peanuts";"524288";"Snoopy&Peanuts";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Snow Bros ? 1991 OCEAN.";"1991 Ocean ";"whdload";"0";"Snow Bros";"SnowBrosImage";"1032106";"S\SnowBrosImage\SnowBrosImage.Slave";"4096";"S\SnowBrosImage";"524288";"SnowBros";"OCS/ECS";"";"";"";"Image";""
"NoError, EmulTrap";"Soccer Pinball by Code Masters (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Soccer Pinball";"SoccerPinball";"379796";"S\SoccerPinball\SoccerPinball.slave";"0";"S\SoccerPinball";"524288";"SoccerPinball";"OCS/ECS";"";"";"";"";""
"NoError";"Soldier 2000 ? 1989 Astronic.";"1989 Astronic ";"whdload";"0";"Soldier 2000";"Soldier2000";"881953";"S\Soldier2000\Soldier2000.Slave";"0";"S\Soldier2000";"524288";"Soldier2000";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Soldier of Light by Taito/ACE Developments (c) 1988 - 1 disk.";"1988 ACE";"whdload";"0";"Soldier Of Light";"SoldierOfLight";"387056";"S\SoldierOfLight\SoldierOfLight.slave";"0";"S\SoldierOfLight";"524288";"SoldierOfLight";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Solomon's Key 2 ? 2015 Hukka.";"2015 Hukka";"whdload";"0";"Solomon";"SolomonsKey2";"288775";"S\SolomonsKey2\SolomonsKey2.Slave";"0";"S\SolomonsKey2";"524288";"SolomonsKey2";"OCS/ECS";"";"";"";"";""
"NoError";"Sonic Boom by Sega/Activision (c) 1990 - 1 disk.";"1990 Activision";"whdload";"0";"Sonic Boom";"SonicBoom";"914752";"S\SonicBoom\SonicBoom.slave";"0";"S\SonicBoom";"524288";"SonicBoom";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Son Shu-Shi (c) 1991 Expose Software - 2 disks.";"1991 Expose Software";"whdload";"0";"Son Shu-Shi ";"SonShuShi";"1683132";"S\SonShuShi\SonShuShi.Slave";"4096";"S\SonShuShi";"524288";"SonShuShi";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Sooty & Sweep (c) 1992 Alternative Software.";"1992 Alternative Software";"whdload";"0";"Sooty & Sweep";"Sooty&Sweep";"525994";"S\Sooty&Sweep\Sooty&Sweep.Slave";"0";"S\Sooty&Sweep";"524288";"Sooty&Sweep";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sooty's Fun With Numbers ? 1991 Alternative.";"1991 Alternative";"whdload";"0";"Sooty";"SootysFunWithNumbers";"414969";"S\SootysFunWithNumbers\SootysFunWithNumbers.slave";"0";"S\SootysFunWithNumbers";"524288";"SootysFunWithNumbers";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sophelie ? 1990 New Deal";"1990 New Deal";"whdload";"0";"Sophelie";"Sophelie";"626077";"S\Sophelie\Sophelie.Slave";"4096";"S\Sophelie";"401408";"Sophelie";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd";"Sorceror's Apprentice (c) 1990 Art Computer Software";"1990 Art Computer Software";"whdload";"0";"Sorceror";"SorcerorsApprentice";"483102";"S\SorcerorsApprentice\SorcerorsApprentice.Slave";"0";"S\SorcerorsApprentice";"524288";"SorcerorsApprentice";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Space Ace (c) 1989 Readysoft. 2 versions supported.";"";"whdload";"0";"";"SpaceAce";"4107623";"S\SpaceAce\SpaceAce.slave";"";"S\SpaceAce";"524288";"SpaceAce";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Space Ace 2 ? 1991 Ready Soft (5 disks).";"1991 Readysoft";"whdload";"0";"Space Ace 2: Borf";"SpaceAce2";"5151652";"S\SpaceAce2\SpaceAce2.Slave";"0";"S\SpaceAce2";"524288";"SpaceAce2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Space Assault ? 1991 Magic Soft (Software 2000).";"1991 Magic Soft (Software 2000)";"whdload";"0";"Space Assault";"SpaceAssault";"998338";"S\SpaceAssault\SpaceAssault.slave";"4096";"S\SpaceAssault";"524288";"SpaceAssault";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Space Crusade - The Voyage Beyond ? 1993 Gremlin.";"1991 Gremlin";"whdload";"0";"Space Crusade";"SpaceCrusade";"1914554";"S\SpaceCrusade\SpaceCrusade.Slave";"0";"S\SpaceCrusade";"524288";"SpaceCrusade";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Space Crusade - The Voyage Beyond ? 1993 Gremlin.";"1992 Gremlin";"whdload";"0";"Space Crusade Expansion Disk";"SpaceCrusade&VoyageBeyond";"2826937";"S\SpaceCrusade&VoyageBeyond\VoyageBeyond.Slave";"0";"S\SpaceCrusade&VoyageBeyond";"524288";"SpaceCrusade";"OCS/ECS";"";"";"";"";"VoyageBeyond"
"NoError, EmulTrap, NoDivZero, ClearMem";"Space Crusade - The Voyage Beyond ? 1993 Gremlin.";"1991 Gremlin";"whdload";"0";"Space Crusade";"SpaceCrusade&VoyageBeyond";"2826937";"S\SpaceCrusade&VoyageBeyond\SpaceCrusade.Slave";"0";"S\SpaceCrusade&VoyageBeyond";"524288";"SpaceCrusade";"OCS/ECS";"";"";"";"";"VoyageBeyond"
"NoError, EmulTrap, NoKbd";"Space Cutter (c) 1988 Maelstrom Games/Telecomsoft - 1";"1988 Maelstrom Games/Telecomsoft";"whdload";"0";"Space Cutter";"Spacecutter";"267815";"S\Spacecutter\Spacecutter.Slave";"4096";"S\Spacecutter";"524288";"Spacecutter";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Space Gun ? 1991 Ocean.";"1991 Ocean";"whdload";"0";"Space Gun";"SpaceGun";"1818836";"S\SpaceGun\SpaceGun.Slave";"0";"S\SpaceGun";"524288";"SpaceGun";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Space Harrier ? 1989 Elite";"1989 Elite";"whdload";"0";"Space Harrier";"SpaceHarrier";"508777";"S\SpaceHarrier\SpaceHarrier.Slave";"4096";"S\SpaceHarrier";"524288";"SpaceHarrier";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Space Harrier 2 ? 1990 Sega.";"";"whdload";"0";"";"SpaceHarrier2";"913440";"S\SpaceHarrier2\SpaceHarrier2.Slave";"";"S\SpaceHarrier2";"524288";"SpaceHarrier2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Space Harrier ? 1989 Elite";"1989 Elite";"whdload";"0";"Space Harrier";"SpaceHarrier&RetrnFntZone";"1278644";"S\SpaceHarrier&RetrnFntZone\SpaceHarrier.slave";"4096";"S\SpaceHarrier&RetrnFntZone";"524288";"SpaceHarrier";"OCS/ECS";"";"";"";"";"RetrnFntZone"
"NoError, EmulTrap";"Space Pilot 89 ? 1989 KingSoft.";"1989 King Soft ";"whdload";"0";"Space Pilot 89";"SpacePilot89";"915388";"S\SpacePilot89\SpacePilot89.Slave";"0";"S\SpacePilot89";"524288";"SpacePilot89";"OCS/ECS";"";"";"";"";""
"NoError";"Space Station (c) 1986 Paradox Software";"1986 Paradox Software";"whdload";"0";"Space Station";"SpaceStation";"360871";"S\SpaceStation\SpaceStation.Slave";"4096";"S\SpaceStation";"413696";"SpaceStation";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Speedball, 1 disk ? 1988-1989 Mirrorsoft/Imageworks.";"1988-1990 Imageworks/Mirrorsoft";"whdload";"0";"Speedball";"Speedball";"809712";"S\Speedball\Speedball.slave";"0";"S\Speedball";"524288";"Speedball";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Speedball2, ?1991 Imageworks";"1991 The Bitmap Brothers";"whdload";"0";"-* S P E E D B A L L  2 *-";"Speedball2";"971518";"S\Speedball2\Speedball2.Slave";"0";"S\Speedball2";"524288";"Speedball2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Speedboat Assassin ? 1989 Mastertronic";"1989 Mastertronic";"whdload";"0";"Speedboat Assassin";"SpeedboatAssassins";"412191";"S\SpeedboatAssassins\SpeedboatAssassins.Slave";"4096";"S\SpeedboatAssassins";"524288";"SpeedboatAssassins";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"SpeedBuggy";"491042";"S\SpeedBuggy\SpeedBuggy.slave";"";"S\SpeedBuggy";"524288";"SpeedBuggy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Spellbound Dizzy ? 1992 Codemasters.";"1992 Codemasters";"whdload";"0";"Spellbound Dizzy";"SpellboundDizzy";"561708";"S\SpellboundDizzy\SpellboundDizzy.Slave";"0";"S\SpellboundDizzy";"524288";"SpellboundDizzy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Spellfire The Sorceror by Codemasters (c) 1991 - 1 disk.";"1991 Codemasters";"whdload";"0";"Spellfire the Sorcerer";"SpellfireTheSorceror";"359861";"S\SpellfireTheSorceror\SpellfireTheSorceror.slave";"0";"S\SpellfireTheSorceror";"524288";"SpellfireTheSorceror";"OCS/ECS";"";"";"";"";""
"Disk, NoError, ClearMem";"Spherical (c) 1989 Rainbow Arts.";"1989 Rainbow Arts";"whdload";"0";"Spherical";"Spherical";"742512";"S\Spherical\Spherical.Slave";"4096";"S\Spherical";"524288";"Spherical";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Spike in Transylvania (c) 1991 Codemasters - 1 disk.";"1991 Codemasters";"whdload";"0";"Spike in Transylvania";"SpikeInTransylvania";"387637";"S\SpikeInTransylvania\SpikeInTransylvania.Slave";"0";"S\SpikeInTransylvania";"524288";"SpikeInTransylvania";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"";"";"whdload";"0";"";"SpindizzyWorlds";"912666";"S\SpindizzyWorlds\SpindizzyWorlds.slave";"";"S\SpindizzyWorlds";"524288";"SpindizzyWorlds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Spitting Image by Domark (c) 1988 - 1 disk.";"1988 Domark";"whdload";"0";"Spitting Image";"SpittingImage";"574277";"S\SpittingImage\SpittingImage.slave";"0";"S\SpittingImage";"524288";"Spitting";"OCS/ECS";"";"";"";"Image";""
"NoError, EmulTrap";"Spy Vs Spy (c) 1989 Wicked Software/First Star";"1989 Wicked Software/First Star Software Inc";"whdload";"0";"Spy Vs Spy";"SpyVsSpy";"236741";"S\SpyVsSpy\SpyVsSpy.Slave";"0";"S\SpyVsSpy";"524288";"SpyVsSpy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Spy Vs Spy 2:  The Island Caper (c) 1989 Wicked";"1989 Wicked Software/First Star Software Inc";"whdload";"0";"Spy Vs Spy 2: The Island Caper";"SpyVsSpy2TheIslandCaper";"284258";"S\SpyVsSpy2TheIslandCaper\SpyVsSpy2TheIslandCaper.Slave";"0";"S\SpyVsSpy2TheIslandCaper";"524288";"SpyVsSpy2TheIslandCaper";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Spy Vs Spy 3:  Arctic Antics (c) 1989 Wicked";"1989 Wicked Software/First Star Software Inc";"whdload";"0";"Spy Vs Spy 3: Arctic Antics";"SpyVsSpy3ArcticAntics";"327942";"S\SpyVsSpy3ArcticAntics\SpyVsSpy3ArcticAntics.Slave";"0";"S\SpyVsSpy3ArcticAntics";"524288";"SpyVsSpy3ArcticAntics";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"The Spy Who Loved Me (c) 1990 Domark.";"1990 Domark";"whdload";"0";"The Spy Who Loved Me";"SpyWhoLovedMe";"915072";"S\SpyWhoLovedMe\SpyWhoLovedMe.Slave";"0";"S\SpyWhoLovedMe";"524288";"SpyWhoLovedMe";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stack Up by Zeppelin Games (c) 1991 - 1 disk.";"1991 Zeppelin";"whdload";"0";"Stack Up";"StackUp";"915003";"S\StackUp\StackUp.Slave";"0";"S\StackUp";"524288";"StackUp";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Starbirds ? 1993-96 Sam Jordan & Dario Hardmeier";"1993-96 Sam Jordan & Dario Hardmeier";"whdload";"0";"Starbirds";"Starbirds";"864734";"S\Starbirds\Starbirds.Slave";"8192";"S\Starbirds";"524288";"Starbirds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Starblaze by Logotron (c) 1989 - 1 disk.";"1989 Logotron";"whdload";"0";"Starblaze";"Starblaze";"463180";"S\Starblaze\Starblaze.slave";"0";"S\Starblaze";"524288";"Starblaze";"OCS/ECS";"";"";"";"";""
"NoError";"Starglider (c) 1987 Argonaut Software/Firebird -";"1987 Argonaut Software/Firebird";"whdload";"0";"Starglider";"Starglider";"549151";"S\Starglider\Starglider.Slave";"0";"S\Starglider";"524288";"Starglider";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Stargoose (c) 1988 Logotron - 1 disk.";"1988 Logotron";"whdload";"0";"Stargoose";"StarGoose";"277076";"S\StarGoose\StarGoose.Slave";"0";"S\StarGoose";"524288";"StarGoose";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Starians by Amigo! (c) 1991 - 1 disk.";"1991 Amigo!";"whdload";"0";"Starians";"Starians";"503477";"S\Starians\Starians.slave";"0";"S\Starians";"524288";"Starians";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Star Trash by Rainbow Arts (c) 1989 - 1 disk.";"1989 Rainbow Arts";"whdload";"0";"Star Trash";"StarTrash";"900505";"S\StarTrash\StarTrash.slave";"0";"S\StarTrash";"524288";"StarTrash";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd";"Starush ? 1991-92 Ubi-Soft.";"1991-92 Ubi Soft ";"whdload";"0";"Starush";"StarushImage";"1816499";"S\StarushImage\StarushImage.Slave";"0";"S\StarushImage";"524288";"Starush";"OCS/ECS";"";"";"";"Image";""
"NoError, EmulTrap, ClearMem";"Steel by Hewson (c) 1989 - 1 disk.";"1989 Hewson";"whdload";"0";"Steel";"Steel";"497999";"S\Steel\Steel.Slave";"0";"S\Steel";"524288";"Steel";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Steg the Slug by Code Masters (c) 1992 - 1 disk.";"1992 Code Masters";"whdload";"0";"Steg the Slug";"StegTheSlug";"348728";"S\StegTheSlug\StegTheSlug.slave";"0";"S\StegTheSlug";"524288";"StegTheSlug";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Steigar (c) 1989 Screen 7";"1989 Screen 7";"whdload";"0";"Steigar";"Steigar";"693671";"S\Steigar\Steigar.Slave";"0";"S\Steigar";"524288";"Steigar";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"Stormball";"1825593";"S\Stormball\Stormball.Slave";"";"S\Stormball";"524288";"Stormball";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Stromlord ? 1991 Hewson/Spotlight.";"1991 Spotlight/Hewson ";"whdload";"0";"Stormlord";"Stormlord";"914418";"S\Stormlord\Stormlord.Slave";"0";"S\Stormlord";"524288";"Stormlord";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1991 Accolade";"whdload";"0";"Stratego";"Stratego";"931823";"S\Stratego\Stratego.Slave";"0";"S\Stratego";"524288";"Stratego";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Street Fighter ? 1988 Capcom.";"";"whdload";"0";"";"StreetFighter";"681573";"S\StreetFighter\StreetFighter.slave";"";"S\StreetFighter";"524288";"StreetFighter";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Street Gang by Time Warp/Rainbow Arts (c) 1988 - 1 disk.";"1998 Softgold";"whdload";"0";"Street Gang";"StreetGang";"947473";"S\StreetGang\StreetGang.slave";"0";"S\StreetGang";"524288";"StreetGang";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Strider (c) 1989 Tiertex/US Gold - 1 disk.";"1989 Tiertex/US Gold";"whdload";"0";"Strider";"Strider";"971717";"S\Strider\Strider.Slave";"4096";"S\Strider";"524288";"Strider";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"";"1990 US Gold";"whdload";"0";"Strider II";"Strider2";"699881";"S\Strider2\Strider2.Slave";"0";"S\Strider2";"524288";"Strider2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Strike Aces ? 1990 Accolade.";"1990 Accolade";"whdload";"0";"Strike Aces";"StrikeAces";"1817953";"S\StrikeAces\StrikeAces.Slave";"0";"S\StrikeAces";"524288";"StrikeAces";"OCS/ECS";"";"";"";"";""
"Disk, NoError, ClearMem";"";"1989 Psygnosis";"whdload";"0";"Stryx";"Stryx";"1402289";"S\Stryx\Stryx.Slave";"4096";"S\Stryx";"524288";"Stryx";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stunt Car Racer (c) 1989 Microstyle - 1 disk.";"1989 Geoff Crammond/Microstyle";"whdload";"0";"Stunt Car Racer";"StuntCarRacer";"533691";"S\StuntCarRacer\StuntCarRacer.Slave";"4096";"S\StuntCarRacer";"524288";"StuntCarRacer";"OCS/ECS";"";"";"";"";""
