"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"Spaceship\Spaceship.Slave";"NoError, EmulTrap, ClearMem";"Spaceship ? 1988 Doctor Mabuse Orgasm Crackings.";"Spaceship";"1988 Doctor Mabuse Orgasm Crackings";"0";"S\Spaceship_v1.0_DoctorMabuseOrgasmCrackings.lha";"Spaceship";"Spaceship";"0";"whdload";"524288";"125548";"Spaceship";"OCS/ECS";"";"";"";"";"";"spaceship doctor mabuse orgasm crackings";"Exact";"100";"Pouet";"";"";"Doctor Mabuse Orgasm Crackings";"s\spaceship-doctor-mabuse-orgasm-crackings";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010366.gif";"february 1988";"Spaceship";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10366";"spaceship spaceship doctor mabuse orgasm crackings spaceshipdoctormabuseorgasmcrackings"
"Spasmolytic\Spasmolytic.slave";"Disk, NoError, EmulTrap";"Spasmolytic ? 199? Spaceballs.";"";"";"";"S\Spasmolytic_v1.1_Spaceballs.lha";"Spasmolytic";"Spasmolytic";"0";"whdload";"524288";"913394";"Spasmolytic";"OCS/ECS";"";"";"";"";"";"spasmolytic";"Exact";"100";"Pouet";"amiga demo";"5th";"Spaceballs";"s\spasmolytic-spaceballs";"demo";"Amega 1991";"http://content.pouet.net/files/screenshots/00000/00000260.jpg";"june 1991";"Spasmolytic";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=260";"spasmolytic spasmolytic spaceballs spasmolyticspaceballs"
"Spellcheck\Spellcheck.Slave";"NoError, EmulTrap, ClearMem";"Spellcheck ? 1991 Andromeda.";"Spellcheck";"1991 Andromeda";"0";"S\Spellcheck_v1.0_Andromeda.lha";"Spellcheck";"Spellcheck";"0";"whdload";"524288";"196895";"Spellcheck";"OCS/ECS";"";"";"";"";"";"spellcheck andromeda";"Exact";"100";"Pouet";"amiga demo";"n/a";"Andromeda";"s\spellcheck-andromeda";"intro";"The Party 1991";"http://content.pouet.net/files/screenshots/00014/00014450.png";"december 1991";"Spellcheck";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14450";"spellcheck spellcheck andromeda spellcheckandromeda"
"SphericalDreams\SphericalDreams.Slave";"NoError, EmulTrap, ClearMem";"Tuneshow IV - Spherical Dreams";"Tuneshow IV - Spherical Dreams";"1990 The Acoustic Revolution";"0";"S\SphericalDreams_v1.0_AcousticRevolution.lha";"SphericalDreams";"SphericalDreams";"0";"whdload";"524288";"920208";"SphericalDreams";"OCS/ECS";"";"";"";"";"";"spherical dreams tuneshow 4 the acoustic revolution";"Best";"4.866434";"Pouet";"";"";"The Acoustic Revolution";"t\tuneshow-iv-spherical-dreams-the-acoustic-revolution";"musicdisk";"";"http://content.pouet.net/files/screenshots/00013/00013459.png";"february 1990";"Tuneshow IV (Spherical Dreams)";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13459";"tuneshow 4 spherical dreams tuneshow4sphericaldreams the acoustic revolution tuneshowivsphericaldreamstheacousticrevolution"
"Sploosh\Sploosh.Slave";"NoError, EmulTrap, ClearMem";"Sploosh ? 1993 Anthrox.";"Sploosh";"1993 Anthrox";"524288";"S\Sploosh_v1.0_Anthrox.lha";"Sploosh";"Sploosh";"0";"whdload";"524288";"2724598";"Sploosh";"OCS/ECS";"";"";"";"";"";"sploosh anthrox";"Exact";"100";"Pouet";"";"";"Anthrox";"s\sploosh-anthrox";"musicdisk";"";"http://content.pouet.net/files/screenshots/00003/00003613.jpg";"april 1993";"Sploosh";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3613";"sploosh sploosh anthrox splooshanthrox"
"Sploosh15Pond\Sploosh15Pond.Slave";"NoError, EmulTrap, ClearMem";"Sploosh 1.5 - Pond ? 1994 Anthrox.";"Sploosh 1.5 - Pond";"1994 Anthrox";"524288";"S\Sploosh15Pond_v1.0_Anthrox.lha";"Sploosh15Pond";"Sploosh15Pond";"0";"whdload";"524288";"1821281";"Sploosh15Pond";"OCS/ECS";"";"";"";"";"";"sploosh 15 pond 1 5 anthrox";"Best";"3.688835";"Pouet";"";"";"Anthrox";"p\pond-sploosh-15-anthrox";"musicdisk";"";"http://content.pouet.net/files/screenshots/00015/00015742.png";"1994";"p.o.n.d (sploosh 1.5)";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=15742";"pond sploosh 15 pondsploosh15 anthrox pondsploosh15anthrox"
"SpringMelodies\SpringMelodies.slave";"Disk, NoError";"Spring Melodies ? 1992 Anarchy (2 disks)";"Spring Melodies";"1992 Anarchy";"4096";"S\SpringMelodies_v1.0_Anarchy.lha";"SpringMelodies";"SpringMelodies";"0";"whdload";"1048576";"1813438";"SpringMelodies";"OCS/ECS";"";"";"";"";"";"spring melodies anarchy";"Exact";"100";"Pouet";"none";"n/a";"Anarchy";"s\spring-melodies-anarchy";"musicdisk";"Eastern Conference 1992";"http://content.pouet.net/files/screenshots/00003/00003047.png";"april 1992";"Spring Melodies";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3047";"spring melodies springmelodies anarchy springmelodiesanarchy"
"Stag1\Stag1.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag1_v1.1_BnK.lha";"Stag1";"Stag1";"0";"whdload";"524288";"926758";"Stag1";"OCS/ECS";"";"";"";"";"";"stag 1 series bnk";"Best";"3.055542";"Pouet";"";"";"BNK-Team";"s\stag-1-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023179.jpg";"n/a";"Stag 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23179";"stag 1 stag1 bnk team stag1bnkteam"
"Stag2\Stag2.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag2_v1.1_BnK.lha";"Stag2";"Stag2";"0";"whdload";"524288";"926758";"Stag2";"OCS/ECS";"";"";"";"";"";"stag 2 the bnk team";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The BNK Team";;"Slideshow";"";;"90";"Stag 2";;;"stag 2 stag2 the bnk team stag2thebnkteam"
"Stag3\Stag3.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag3_v1.1_BnK.lha";"Stag3";"Stag3";"0";"whdload";"524288";"926758";"Stag3";"OCS/ECS";"";"";"";"";"";"stag 3 series bnk";"Best";"2.386603";"Pouet";"";"";"BNK-Team";"s\stag-3-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023181.jpg";"n/a";"Stag 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23181";"stag 3 stag3 bnk team stag3bnkteam"
"Stag4\Stag4.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag4_v1.1_BnK.lha";"Stag4";"Stag4";"0";"whdload";"524288";"926758";"Stag4";"OCS/ECS";"";"";"";"";"";"stag 4 series bnk";"Best";"2.395601";"Pouet";"";"";"BNK-Team";"s\stag-4-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023182.jpg";"n/a";"Stag 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23182";"stag 4 stag4 bnk team stag4bnkteam"
"Stag5\Stag5.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag5_v1.1_BnK.lha";"Stag5";"Stag5";"0";"whdload";"524288";"926758";"Stag5";"OCS/ECS";"";"";"";"";"";"stag 5 series bnk";"Best";"2.460246";"Pouet";"";"";"BNK-Team";"s\stag-5-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023183.jpg";"n/a";"Stag 5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23183";"stag 5 stag5 bnk team stag5bnkteam"
"Stag6\Stag6.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag6_v1.1_BnK.lha";"Stag6";"Stag6";"0";"whdload";"524288";"926758";"Stag6";"OCS/ECS";"";"";"";"";"";"stag 6 series bnk";"Best";"2.520924";"Pouet";"";"";"BNK-Team";"s\stag-6-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023184.jpg";"n/a";"Stag 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23184";"stag 6 stag6 bnk team stag6bnkteam"
"StagExtra\StagExtra.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\StagExtra_v1.1_BnK.lha";"StagExtra";"StagExtra";"0";"whdload";"524288";"926762";"StagExtra";"OCS/ECS";"";"";"";"";"";"stag extra series bnk";"Best";"2.871769";"Pouet";"";"";"BNK-Team";"s\stag-extra-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023185.jpg";"n/a";"Stag EXTRA";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23185";"stag extra stagextra bnk team stagextrabnkteam"
"StagSeries\StagSeries.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\StagSeries_v1.1_BnK.lha";"StagSeries";"StagSeries";"0";"whdload";"524288";"6468605";"StagSeries";"OCS/ECS";"";"";"";"";"";"stag series bnk";"Best";"3.055542";"Pouet";"";"";"BNK-Team";"s\stag-1-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023179.jpg";"n/a";"Stag 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23179";"stag 1 stag1 bnk team stag1bnkteam"
"Stateline\Stateline.Slave";"NoError, EmulTrap, ClearMem";"Stateline ? 1992 Complex.";"Stateline";"1992 Complex";"0";"S\Stateline_v1.0_Complex.lha";"Stateline";"Stateline";"0";"whdload";"524288";"698285";"Stateline";"OCS/ECS";"";"";"";"";"";"stateline complex";"Exact";"100";"Pouet";"";"";"Complex";"s\stateline-complex";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009571.gif";"october 1992";"Stateline";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9571";"stateline stateline complex statelinecomplex"
"StateOfTheArt\StateOfTheArt.Slave";"Disk, NoError, EmulTrap";"State of the Art (C) 1992 Spaceballs";"State of the Art";"1992 Spaceballs";"4096";"S\StateOfTheArt_v1.3_Spaceballs.lha";"StateOfTheArt";"StateOfTheArt";"0";"whdload";"1032192";"918926";"StateOfTheArt";"OCS/ECS";"";"";"";"";"";"state of the art spaceballs";"Exact";"100";"Pouet";"amiga demo";"1st";"Spaceballs";"s\state-of-the-art-spaceballs";"demo";"The Party 1992";"http://content.pouet.net/files/screenshots/00000/00000099.gif";"december 1992";"State of the Art";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=99";"state of the art stateoftheart spaceballs stateoftheartspaceballs"
"StaticChaos\StaticChaos.Slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Static Chaos ? 1992 The Silents";"Static Chaos";"1992 The Silents";"524288";"S\StaticChaos_v1.1_Silents.lha";"StaticChaos";"StaticChaos";"0";"whdload";"524288";"463405";"StaticChaos";"OCS/ECS";"";"";"";"";"";"static chaos the silents";"Exact";"100";"Pouet";"";"";"The Silents";"s\static-chaos-the-silents";"demo";"";"http://content.pouet.net/files/screenshots/00005/00005262.gif";"july 1992";"Static Chaos";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5262";"static chaos staticchaos the silents staticchaosthesilents"
"StatusQuo\StatusQuo.Slave";"Disk";"Status Quo from Mad Elks (1 disk).";"Status Quo";"Mad Elks";"0";"S\StatusQuo_v1.0_MadElks.lha";"StatusQuo";"StatusQuo";"0";"whdload";"524288";"908128";"StatusQuo";"OCS/ECS";"";"";"";"";"";"status quo mad elks";"Exact";"100";"Pouet";"amiga demo";"6th";"mad elks";"s\status-quo-mad-elks";"demo";"Warszawa 2 1992";"http://content.pouet.net/files/screenshots/00017/00017989.jpg";"november 1992";"status quo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17989";"status quo statusquo mad elks statusquomadelks"
"StatusQuoFast\StatusQuoFast.Slave";"Disk";"Status Quo from Mad Elks (1 disk).";"Status Quo";"Mad Elks";"262144";"S\StatusQuo_v1.0_Fast_MadElks.lha";"StatusQuoFast";"StatusQuoFast";"0";"whdload";"524288";"908204";"StatusQuo";"OCS/ECS";"";"Fast";"";"";"";"status quo fast mad elks";"Best";"3.642889";"Pouet";"amiga demo";"6th";"mad elks";"s\status-quo-mad-elks";"demo";"Warszawa 2 1992";"http://content.pouet.net/files/screenshots/00017/00017989.jpg";"november 1992";"status quo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17989";"status quo statusquo mad elks statusquomadelks"
"StereoSounds\StereoSounds.Slave";"NoError, EmulTrap, ClearMem";"Stereo Sounds ? 1991 Eon.";"Stereo Sounds";"1991 Eon";"0";"S\StereoSounds_v1.0_Eon.lha";"StereoSounds";"StereoSounds";"0";"whdload";"524288";"920805";"StereoSounds";"OCS/ECS";"";"";"";"";"";"stereo sounds eon";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Eon";;"Musicdisk";"Amega Party";;"7/91";"Stereo Sounds";;;"stereo sounds stereosounds eon stereosoundseon"
"SteveVizard\SteveVizard.Slave";"NoError, EmulTrap, ClearMem";"Steve Vizard ? 1990 Decay.";"Steve Vizard";"1990 Decay";"1048576";"S\SteveVizard_v1.0_Decay.lha";"SteveVizard";"SteveVizard";"0";"whdload";"524288";"693662";"SteveVizard";"OCS/ECS";"";"";"";"";"";"steve vizard decay";"Best";"4.515943";"Janeway Amiga Scene Demo Database";;;"Decay";;"Demo";"";;"10/90";"Steve Vizard Demo";;;"steve vizard demo stevevizarddemo decay stevevizarddemodecay"
"StopFascism\StopFascism.Slave";"NoError, ClearMem";"Stop Fascism ? 1993 Alcatraz & Interactive";"Stop Fascism";"1993 Alcatraz & Interactive";"589824";"S\StopFacism_v1.0_Alcatraz.lha";"StopFascism";"StopFascism";"0";"whdload";"393216";"567323";"StopFascism";"OCS/ECS";"";"";"";"";"";"stop fascism alcatraz interactive";"Exact";"100";"Pouet";"";"";"Alcatraz,Interactive";"s\stop-fascism-alcatraz-interactive";"demo";"";"http://content.pouet.net/files/screenshots/00008/00008675.gif";"february 1993";"Stop Fascism";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8675";"stop fascism stopfascism alcatraz interactive stopfascismalcatrazinteractive"
"StrangeMusic1\StrangeMusic1.Slave";"NoError, EmulTrap, ClearMem";"Strange Music #1 ? 1991 Strange.";"Strange Music #1";"1991 Strange";"0";"S\StrangeMusic1_v1.0_Strange.lha";"StrangeMusic1";"StrangeMusic1";"0";"whdload";"524288";"919741";"StrangeMusic1";"OCS/ECS";"";"";"";"";"";"strange music 1";"Best";"1.812762";"Pouet";"";"";"Willow (Amiga)";"s\strange-dream-1-willow-amiga";"demopack";"";"http://content.pouet.net/files/screenshots/00051/00051635.jpg";"1992";"Strange Dream #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51635";"strange dream #1 strangedream#1 willow amiga strangedream1willowamiga"
"StrangeMusic2\StrangeMusic2.Slave";"NoError, EmulTrap, ClearMem";"Strange Music #2 ? 1991 Strange.";"Strange Music #2";"1991 Strange";"0";"S\StrangeMusic2_v1.0_Strange.lha";"StrangeMusic2";"StrangeMusic2";"0";"whdload";"524288";"919712";"StrangeMusic2";"OCS/ECS";"";"";"";"";"";"strange music 2";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Strange";;"Musicdisk";"Hackerence 4 - Mai 1991";;"";"Strange Music 2";;;"strange music 2 strangemusic2 strange strangemusic2strange"
"StrangeMusic3\StrangeMusic3.Slave";"NoError, EmulTrap, ClearMem";"Strange Music #3 ? 1991 Strange.";"Strange Music #3";"1991 Strange";"0";"S\StrangeMusic3_v1.0_Strange.lha";"StrangeMusic3";"StrangeMusic3";"0";"whdload";"524288";"919819";"StrangeMusic3";"OCS/ECS";"";"";"";"";"";"strange music 3";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Strange";;"Musicdisk";"";;"";"Strange Music 3";;;"strange music 3 strangemusic3 strange strangemusic3strange"
"SubliminalVision\SubliminalVision.Slave";"NoError, EmulTrap, ClearMem";"Subliminal Vision ? 1991 Bass.";"Subliminal Vision";"1991 Bass";"0";"S\SubliminalVision_v1.0_Bass.lha";"SubliminalVision";"SubliminalVision";"0";"whdload";"524288";"919364";"SubliminalVision";"OCS/ECS";"";"";"";"";"";"subliminal vision bass";"Exact";"100";"Pouet";"";"";"Bass";"s\subliminal-vision-bass";"demo";"";"http://content.pouet.net/files/screenshots/00048/00048942.gif";"1991";"Subliminal Vision";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48942";"subliminal vision subliminalvision bass subliminalvisionbass"
"Substance\Substance.Slave";"Disk, NoError, EmulTrap";"Substance, ?1991 Quartex";"- Substance -";"1991 Alliance Design / Quartex";"0";"S\Substance_v1.0_Quartex.lha";"Substance";"Substance";"0";"whdload";"1048576";"373450";"Substance";"OCS/ECS";"";"";"";"";"";"substance alliance design quartex";"Best";"4.94202";"Pouet";"amiga demo";"2nd";"Quartex,Alliance design";"s\substance-quartex-alliance-design_#2";"demo";"Amiga Summit Convention 1991";"http://content.pouet.net/files/screenshots/00003/00003017.png";"april 1991";"Substance";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3017";"substance substance quartex alliance design substancequartexalliancedesign"
"SubtleShades\SubtleShades.Slave";"NoError, EmulTrap";"Subtle Shades ? 1993 Nuance - 1 disk";"Subtle Shades";"1993 Nuance";"905216";"S\SubtleShades_v1.1_Nuance.lha";"SubtleShades";"SubtleShades";"0";"whdload";"1048576";"919610";"SubtleShades";"OCS/ECS";"";"";"";"";"";"subtle shades nuance";"Exact";"100";"Pouet";"amiga demo";"2nd";"Nuance";"s\subtle-shades-nuance";"demo";"680xx Convention 1993";"http://content.pouet.net/files/screenshots/00007/00007671.jpg";"july 1993";"subtle shades";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=7671";"subtle shades subtleshades nuance subtleshadesnuance"
"SumeaAGA\SumeaAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Sumea ? 1996 Virtual Dreams";"Sumea";"1996 Virtual Dreams";"3407872";"S\Sumea_v1.0_Fairlight&VirtualDreams_AGA.lha";"SumeaAGA";"SumeaAGA";"0";"whdload";"786432";"3343240";"Sumea";"AGA";"";"";"";"";"";"sumea aga virtual dreams";"Best";"3.089079";"Pouet";"amiga demo";"1st";"Virtual Dreams,Fairlight";"s\sumea-virtual-dreams-fairlight_#2";"demo";"Assembly 1996";"http://content.pouet.net/files/screenshots/00001/00001154.jpg";"august 1996";"sumea";"Amiga AGA";"http://www.pouet.net/prod.php?which=1154";"sumea sumea virtual dreams fairlight sumeavirtualdreamsfairlight"
"SunAGA\SunAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Sun ? 1996 TRSI";"Sun";"1996 TRSI";"4096";"S\Sun_v1.0_TRSI_AGA.lha";"SunAGA";"SunAGA";"0";"whdload";"1232896";"1730384";"Sun";"AGA";"";"";"";"";"";"sun aga trsi";"Best";"2.572891";"Janeway Amiga Scene Demo Database";;;"TRSI";;"Slideshow";"";;"4/95";"Sun";;;"sun sun trsi suntrsi"
"SunsetGlow\SunsetGlow.Slave";"NoError, EmulTrap, ClearMem";"Sunset Glow ? 1988 Thrust.";"Sunset Glow";"1988 Thrust";"0";"S\SunsetGlow_v1.0_Thrust.lha";"SunsetGlow";"SunsetGlow";"0";"whdload";"524288";"125223";"SunsetGlow";"OCS/ECS";"";"";"";"";"";"sunset glow thrust";"Exact";"100";"Pouet";"";"";"thrust";"s\sunset-glow-thrust";"demo";"";"http://content.pouet.net/files/screenshots/00018/00018963.jpg";"1988";"Sunset glow";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18963";"sunset glow sunsetglow thrust sunsetglowthrust"
"SweetMusic\SweetMusic.slave";"NoError";"Sweet Music music disk by Crusaders (c) 1990 - 1 disk.";"";"";"";"S\SweetMusic_v1.1_Crusaders.lha";"SweetMusic";"SweetMusic";"0";"whdload";"524288";"923240";"SweetMusic";"OCS/ECS";"";"";"";"";"";"sweet music";"Exact";"100";"Pouet";"";"";"Crusaders";"s\sweet-music-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005501.gif";"december 1990";"sweet music";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5501";"sweet music sweetmusic crusaders sweetmusiccrusaders"
"SweetRevenge\SweetRevenge.Slave";"NoError, EmulTrap";"Sweet Revenge (c) 1992 Decay - 1 disk.";"Sweet Revenge";"1992 Decay";"4096";"S\SweetRevenge_v1.0_Decay.lha";"SweetRevenge";"SweetRevenge";"0";"whdload";"933888";"951037";"SweetRevenge";"OCS/ECS";"";"";"";"";"";"sweet revenge decay";"Exact";"100";"Pouet";"";"";"decay";"s\sweet-revenge-decay";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010296.jpg";"june 1992";"Sweet Revenge";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10296";"sweet revenge sweetrevenge decay sweetrevengedecay"
"SwelteringForest\SwelteringForest.Slave";"Disk, NoError, EmulTrap";"Sweltering Forest ? 1993/94 Apocalypse Bay - 1 disk";"Sweltering Forest";"1993/94 Apocalypse Bay ";"434176";"S\SwelteringForest_v1.0_ApocalypseBay.lha";"SwelteringForest";"SwelteringForest";"0";"whdload";"524288";"916291";"SwelteringForest";"OCS/ECS";"";"";"";"";"";"sweltering forest apocalypse bay";"Exact";"100";"Demos Custom";;;"Apocalypse Bay";;"";"";;"1994";"Sweltering Forest";"ECS/OCS";;"sweltering forest swelteringforest apocalypse bay swelteringforestapocalypsebay"
"SwitchbackAGA\SwitchbackAGA.Slave";"NoError, EmulTrap, ReqAGA";"Switchback ? 1994 Rebels.";"Switchback";"1994 Rebels";"1507328";"S\Switchback_v1.2_Rebels_AGA.lha";"SwitchbackAGA";"SwitchbackAGA";"0";"whdload";"1572864";"2391229";"Switchback";"AGA";"";"";"";"";"";"switchback aga rebels";"Best";"3.113818";"Pouet";"amiga demo";"1st";"Rebels";"s\switchback-rebels";"demo";"Doom&apos";"http://content.pouet.net/files/screenshots/00002/00002744.jpg";"october 1994";"switchback";"Amiga AGA";"http://www.pouet.net/prod.php?which=2744";"switchback switchback rebels switchbackrebels"
"Synthesis\Synthesis.Slave";"NoError, EmulTrap, ClearMem";"Synthesis ? 1990 Underground";"Synthesis";"1990 Underground";"4096";"S\Synthesis_v1.0_Underground.lha";"Synthesis";"Synthesis";"0";"whdload";"524288";"134966";"Synthesis";"OCS/ECS";"";"";"";"";"";"synthesis";"Exact";"100";"Demos Custom";;;"Underground";;"";"";;"1990";"Synthesis";"ECS/OCS";;"synthesis synthesis underground synthesisunderground"
"SynthesisNetworkAGA\SynthesisNetworkAGA.slave";"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Synthesis ? 1998 Network.";"Synthesis";"1998 Network";"8912896";"S\Synthesis_v1.0_Network_AGA.lha";"SynthesisNetworkAGA";"SynthesisNetworkAGA";"0";"whdload";"2093056";"6860518";"SynthesisNetwork";"AGA";"";"";"";"";"";"synthesis network aga";"Best";"3.1923";"Pouet";"amiga demo";"3rd";"Network";"s\synthesis-network";"demo";"Assembly 1998";"http://content.pouet.net/files/screenshots/00003/00003517.jpg";"august 1998";"synthesis";"Amiga AGA";"http://www.pouet.net/prod.php?which=3517";"synthesis synthesis network synthesisnetwork"
"SyntheticPower\SyntheticPower.Slave";"NoError, EmulTrap, ClearMem";"Synthetic Power ? 1990 Cave.";"Synthetic Power";"1990 Cave";"0";"S\SyntheticPower_v1.0_Cave.lha";"SyntheticPower";"SyntheticPower";"0";"whdload";"524288";"317331";"SyntheticPower";"OCS/ECS";"";"";"";"";"";"synthetic power cave";"Exact";"100";"Pouet";"";"";"cave";"s\synthetic-power-cave";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048776.png";"september 1990";"Synthetic Power";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48776";"synthetic power syntheticpower cave syntheticpowercave"
"SyntheticVibes\SyntheticVibes.Slave";"NoError, EmulTrap, ClearMem";"Synthetic Vibes 1991 Quartz.";"Synthetic Vibes";"1991 Quartz";"0";"S\SyntheticVibes_v1.0_Quartz.lha";"SyntheticVibes";"SyntheticVibes";"0";"whdload";"524288";"870197";"SyntheticVibes";"OCS/ECS";"";"";"";"";"";"synthetic vibes quartz";"Exact";"100";"Pouet";"n/a";"n/a";"Quartz";"s\synthetic-vibes-quartz";"musicdisk";"World of Commodore 1991";"http://content.pouet.net/files/screenshots/00033/00033747.jpg";"november 1991";"Synthetic Vibes";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33747";"synthetic vibes syntheticvibes quartz syntheticvibesquartz"
"SystemViolation\SystemViolation.Slave";"NoError";"System Violation ? 1991 Anarchy - 1 disk";"System Violation";"1991 Anarchy";"0";"S\SystemViolation_v1.1_Anarchy.lha";"SystemViolation";"SystemViolation";"0";"whdload";"524288";"920917";"SystemViolation";"OCS/ECS";"";"";"";"";"";"system violation anarchy";"Exact";"100";"Pouet";"amiga demo";"2nd";"Anarchy";"s\system-violation-anarchy";"demo";"Anarchy Winter Conference 1991";"http://content.pouet.net/files/screenshots/00008/00008884.png";"february 1991";"system violation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8884";"system violation systemviolation anarchy systemviolationanarchy"
"Tag\Tag.Slave";"NoError, EmulTrap, ClearMem";"Tag ? 1993 Jetset & Skid Row.";"Tag";"1993 Jetset & Skid Row";"0";"T\Tag_v1.0_Jetset&SkidRow.lha";"Tag";"Tag";"0";"whdload";"524288";"397581";"Tag";"OCS/ECS";"";"";"";"";"";"tag jetset skid row";"Exact";"100";"Pouet";"";"";"Jetset,Skid Row";"t\tag-jetset-skid-row";"demo";"";"http://content.pouet.net/files/screenshots/00002/00002995.gif";"may 1993";"TAG";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2995";"tag tag jetset skid row tagjetsetskidrow"
"TagAGA\TagAGA.Slave";"NoError, EmulTrap, ReqAGA, ClearMem";"Tag ? 1993 Jetset & Skid Row.";"Tag";"1993 Jetset & Skid Row";"0";"T\Tag_v1.0_Jetset&SkidRow_AGA.lha";"TagAGA";"TagAGA";"0";"whdload";"1572864";"397628";"Tag";"AGA";"";"";"";"";"";"tag aga jetset skid row";"Best";"3.66547";"Pouet";"";"";"Jetset,Skid Row";"t\tag-jetset-skid-row_#2";"demo";"";"http://content.pouet.net/files/screenshots/00002/00002995.gif";"may 1993";"TAG";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2995";"tag tag jetset skid row tagjetsetskidrow"
