"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"Disk, NoError, EmulTrap";":";"1992 Liquid";"whdload";"0";"Reflex";"Reflex";"908600";"R\Reflex\Reflex.slave";"0";"R\Reflex";"524288";"Reflex";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Revenge ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Revenge";"Revenge";"926067";"R\Revenge\Revenge.Slave";"0";"R\Revenge";"524288";"Revenge";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Revolutions ? 1990 Amaze.";"1990 Amaze";"whdload";"0";"Revolutions";"Revolutions";"920640";"R\Revolutions\Revolutions.Slave";"524288";"R\Revolutions";"524288";"Revolutions";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Rhythm Device ? 1993 Energy.";"1993 Energy";"whdload";"0";"Rhythm Device";"RhythmDevice";"918250";"R\RhythmDevice\RhythmDevice.Slave";"524288";"R\RhythmDevice";"524288";"RhythmDevice";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Rhythm Nation ? 1992 The Lost Boys.";"1992 The Lost Boys";"whdload";"0";"Rhythm Nation";"RhythmNation";"1821499";"R\RhythmNation\RhythmNation.Slave";"0";"R\RhythmNation";"524288";"RhythmNation";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Rink A Dink ? 1993 Lemon. (1 disk)";"1993 Lemon.";"whdload";"0";"Rink A Dink";"RinkADink";"922038";"R\RinkADink\RinkADink.Slave";"524288";"R\RinkADink";"524288";"RinkADink";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Rink a Dink: REDUX ? 2013 Lemon.";"2013 Lemon.";"whdload";"0";"Rink a Dink: REDUX";"RinkADinkRedux";"920543";"R\RinkADinkRedux\RinkADinkRedux.Slave";"589824";"R\RinkADinkRedux";"524288";"RinkADinkRedux";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Rock Box 1 ? 1989 Avoid.";"1989 Avoid";"whdload";"0";"Rock Box 1";"RockBox1";"420265";"R\RockBox1\RockBox1.Slave";"0";"R\RockBox1";"524288";"RockBox1";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Rock Box 2 ? 1990 Avoid.";"1990 Avoid";"whdload";"0";"Rock Box 2";"RockBox2";"920181";"R\RockBox2\RockBox2.Slave";"0";"R\RockBox2";"524288";"RockBox2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Rolling ? 1992 OMD & Ringard.";"1992 OMD & Ringard";"whdload";"0";"Rolling";"Rolling";"1821372";"R\Rolling\Rolling.Slave";"0";"R\Rolling";"524288";"Rolling";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, Req68020, ReqAGA";"Roots 2 ? 1994 Sanity.";"1994 Sanity";"whdload";"0";"Roots 2.0";"Roots2AGA";"898108";"R\Roots2AGA\Roots2AGA.Slave";"4293218304";"R\Roots2AGA";"1900544";"Roots2";"AGA";"";"";"";"";""
"Disk, NoError, EmulTrap, Req68020, ReqAGA";"Roots ? 1994 Sanity.";"1994 Sanity";"whdload";"0";"Roots";"RootsAGA";"909093";"R\RootsAGA\RootsAGA.slave";"1507328";"R\RootsAGA";"1703936";"Roots";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Roswell ? 1994 NFA.";"1994 NFA";"whdload";"0";"Roswell";"Roswell";"919280";"R\Roswell\Roswell.Slave";"0";"R\Roswell";"1572864";"Roswell";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Route 66 ? 1990 D-Mob.";"1990 D-Mob";"whdload";"0";"Route 66";"Route66";"136968";"R\Route66\Route66.Slave";"0";"R\Route66";"524288";"Route66";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Rubbish ? 1991 Amega Industries.";"1991 Amega Industries";"whdload";"0";"Rubbish";"Rubbish";"115385";"R\Rubbish\Rubbish.Slave";"0";"R\Rubbish";"524288";"Rubbish";"OCS/ECS";"";"";"";"";""
"NoError, NoDivZero";"S ? 1994 Skarla";"1994 Skarla";"whdload";"0";"Skarla ";"SAGA";"124918";"S\SAGA\SAGA.Slave";"4096";"S\SAGA";"1626112";"S";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sane Sounds ? 1989 Academy.";"1989 Academy";"whdload";"0";"Sane Sounds";"SaneSounds";"915731";"S\SaneSounds\SaneSounds.slave";"0";"S\SaneSounds";"524288";"SaneSounds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Screwballs ? 1990 Phenomena.";"1990 Phenomena";"whdload";"0";"Screwballs (aka Corkscew)";"Screwballs";"196475";"S\Screwballs\Screwballs.Slave";"0";"S\Screwballs";"524288";"Screwballs";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"SCR Musax 2 1991 Scrapers.";"1991 Scrapers";"whdload";"0";"SCR Musax 2";"SCRMusax2";"723569";"S\SCRMusax2\SCRMusax2.Slave";"0";"S\SCRMusax2";"524288";"SCRMusax2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"Seduction ? 1994 Complex";"1994 Complex";"whdload";"0";"Seduction";"SeductionAGA";"1826567";"S\SeductionAGA\SeductionAGA.Slave";"233472";"S\SeductionAGA";"1585152";"Seduction";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Seeing is Believing ? 1991 Anarchy.";"1991 Anarchy";"whdload";"0";"Seeing is Believing";"SeeingIsBelieving";"749836";"S\SeeingIsBelieving\SeeingIsBelieving.Slave";"0";"S\SeeingIsBelieving";"524288";"SeeingIsBelieving";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Semi '93 Invitation ? 1993 Manitou.";"1993 Manitou";"whdload";"0";"Semi";"Semi93Invitation";"924741";"S\Semi93Invitation\Semi93Invitation.Slave";"524288";"S\Semi93Invitation";"524288";"Semi93Invitation";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"A Sensation ? 1998 Ramses";"1998 Ramses";"whdload";"0";"A Sensation";"SensationAGA";"4429631";"S\SensationAGA\SensationAGA.Slave";"4759552";"S\SensationAGA";"1323008";"Sensation";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sensenmann ? 1989 United Forces.";"1989 United Forces";"whdload";"0";"Sensenmann";"Sensenmann";"160339";"S\Sensenmann\Sensenmann.Slave";"0";"S\Sensenmann";"524288";"Sensenmann";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"";"";"whdload";"1024";"";"Sequential";"909906";"S\Sequential\Sequential.slave";"";"S\Sequential";"1048576";"Sequential";"OCS/ECS";"";"";"";"";""
"NoError";"Seven Seas ? 1994 Andromeda - 2 disks";"1994 Andromeda";"whdload";"0";"Seven Seas";"SevenSeas";"1423286";"S\SevenSeas\SevenSeas.Slave";"524288";"S\SevenSeas";"524288";"SevenSeas";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Seven Sins, ?1989 Scoopex";"1991 Scoopex";"whdload";"0";"- Scoopex / Seven Sins -";"SevenSins";"471432";"S\SevenSins\SevenSins.Slave";"0";"S\SevenSins";"589824";"SevenSins";"OCS/ECS";"";"";"";"";""
"NoError, Req68020";"";"198? *unknown*";"whdload";"0";"SexVens";"Sexvens";"840247";"S\Sexvens\Sexvens.slave";"589824";"S\Sexvens";"524288";"Sexvens";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Shadow Fire ? 1989 Exact.";"1989 Exact";"whdload";"0";"Shadow Fire";"ShadowFire";"136858";"S\ShadowFire\ShadowFire.Slave";"0";"S\ShadowFire";"524288";"ShadowFire";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Shaft 7 ? 1996 Bomb";"1996 Bomb";"whdload";"0";"Shaft 7";"Shaft7AGA";"5174050";"S\Shaft7AGA\Shaft7AGA.Slave";"2838528";"S\Shaft7AGA";"1757184";"Shaft7";"AGA";"";"";"";"";""
"Disk, NoError, Req68020, ReqAGA";"Shakka Lakka ? 1994 Digital.";"1994 Digital";"whdload";"0";"Shakka Lakka";"ShakkaLakkaAGA";"912931";"S\ShakkaLakkaAGA\ShakkaLakkaAGA.Slave";"0";"S\ShakkaLakkaAGA";"1990656";"ShakkaLakka";"AGA";"";"";"";"";""
"NoError";"Shed Tears ? 1993 Ozone - 2 disks";"1993 Ozone";"whdload";"0";"Shed Tears";"ShedTears";"1814777";"S\ShedTears\ShedTears.Slave";"0";"S\ShedTears";"524288";"ShedTears";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sigh ? 1991 Old Bulls.";"1991 Old Bulls";"whdload";"0";"Sigh";"Sigh";"920720";"S\Sigh\Sigh.Slave";"0";"S\Sigh";"524288";"Sigh";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Slicon Graphics 2 ? 1995 WFMH";"1995 WFMH";"whdload";"0";"Silicon Graphics 2";"SiliconGraphics2AGA";"1967838";"S\SiliconGraphics2AGA\SiliconGraphics2AGA.Slave";"1146880";"S\SiliconGraphics2AGA";"1708032";"SiliconGraphics2";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Simpsons ? 1991 Decay.";"1991 Decay";"whdload";"0";"The Simpsons";"Simpsons";"434281";"S\Simpsons\Simpsons.Slave";"1048576";"S\Simpsons";"524288";"Simpsons";"OCS/ECS";"";"";"";"";""
"NoError, NoDivZero";"S ? 1994 Skarla";"1994 Skarla";"whdload";"0";"Skarla ";"SkarlaS";"124317";"S\SkarlaS\S.Slave";"4096";"S\SkarlaS";"1626112";"SkarlaS";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Smau 92 Music Disk ? 1992 Nightfall.";"1992 Nightfall";"whdload";"0";"Smau 92 Music Disk";"Smau92MusicDisk";"898643";"S\Smau92MusicDisk\Smau92MusicDisk.Slave";"0";"S\Smau92MusicDisk";"524288";"Smau92MusicDisk";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Snap! ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Snap!";"Snap";"166899";"S\Snap\Snap.slave";"0";"S\Snap";"524288";"Snap";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"S.O.F.T. Movie ? 1993 Genocide.";"1993 Genocide";"whdload";"0";"S.O.F.T. Movie";"SOFTMovie";"348377";"S\SOFTMovie\SOFTMovie.Slave";"0";"S\SOFTMovie";"524288";"SOFTMovie";"OCS/ECS";"";"";"";"";""
"NoError";"Software ? 1992 W.F.M.H.";"1992 by W.F.M.H.";"whdload";"0";"Software";"Software";"917171";"S\Software\Software.Slave";"524288";"S\Software";"524288";"Software";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Songs of Infinity ? 1994 Pointless.";"1994 Pointless";"whdload";"0";"Songs of Infinity";"SongsOfInfinity";"1821754";"S\SongsOfInfinity\SongsOfInfinity.Slave";"0";"S\SongsOfInfinity";"1048576";"SongsOfInfinity";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ReqAGA, ClearMem";"Songs Rack ? 1995 Ram Jam.";"1995 Ram Jam";"whdload";"0";"Songs Rack";"SongsRackAGA";"917367";"S\SongsRackAGA\SongsRackAGA.Slave";"0";"S\SongsRackAGA";"2097152";"SongsRack";"AGA";"";"";"";"";""
"NoError, EmulTrap";"Sonical Fantasia ? 1993 Equinox.";"1993 Equinox";"whdload";"0";"Sonical Fantasia";"SonicalFantasia";"915646";"S\SonicalFantasia\SonicalFantasia.Slave";"0";"S\SonicalFantasia";"1048576";"SonicalFantasia";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Sonic Attack ? 1994 Dual Crew/Shining - 4 disks";"1994 Dual Crew / Shining";"whdload";"0";"Sonic Attack";"SonicAttack";"2754931";"S\SonicAttack\SonicAttack.Slave";"0";"S\SonicAttack";"1048576";"SonicAttack";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"S.O.S. ? 1992 Melon Dezign";"1992 Melon Dezign";"whdload";"0";"S.O.S. (Smell Of Shit)";"SOS";"754389";"S\SOS\SOS.Slave";"4096";"S\SOS";"524288";"SOS";"OCS/ECS";"";"";"";"";""
"Disk, NoError, Req68020, ReqAGA";"Soulkitchen ? 1994 The Silents.";"1994 The Silents";"whdload";"0";"Soulkitchen";"SoulKitchenAGA";"1812972";"S\SoulKitchenAGA\SoulKitchenAGA.slave";"0";"S\SoulKitchenAGA";"2076672";"SoulKitchen";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound and Vision ? 1990 Rebels.";"1990 Rebels";"whdload";"0";"Sound & Vision";"SoundAndVision";"919322";"S\SoundAndVision\SoundAndVision.Slave";"0";"S\SoundAndVision";"524288";"SoundAndVision";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 1 ? 1989 Magnetic Fields.";"1989 Magnetic Fields";"whdload";"0";"Sound Atax Vol. 1";"SoundAtaxVol1";"920492";"S\SoundAtaxVol1\SoundAtaxVol1.Slave";"0";"S\SoundAtaxVol1";"524288";"SoundAtaxVol1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 2 ? 1989 Magnetic Fields.";"1989 Magnetic Fields";"whdload";"0";"Sound Atax Vol. 2";"SoundAtaxVol2";"920546";"S\SoundAtaxVol2\SoundAtaxVol2.Slave";"0";"S\SoundAtaxVol2";"524288";"SoundAtaxVol2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 3 ? 1990 Magnetic Fields.";"1990 Magnetic Fields";"whdload";"0";"Sound Atax Vol. 3";"SoundAtaxVol3";"921965";"S\SoundAtaxVol3\SoundAtaxVol3.Slave";"0";"S\SoundAtaxVol3";"524288";"SoundAtaxVol3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Sound Barrier ? 1993 Balance - 2 disks";"1993 Balance";"whdload";"0";"Sound Barrier";"SoundBarrier";"1816560";"S\SoundBarrier\SoundBarrier.Slave";"0";"S\SoundBarrier";"524288";"SoundBarrier";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Soundbox 2 ? 1989 Genesis.";"1989 Genesis";"whdload";"0";"Soundbox 2";"Soundbox2";"627850";"S\Soundbox2\Soundbox2.Slave";"0";"S\Soundbox2";"524288";"Soundbox2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound De Light ? 1989 Software of Sweden.";"1989 Software of Sweden";"whdload";"0";"Sound De Light";"SoundDeLight";"681490";"S\SoundDeLight\SoundDeLight.slave";"0";"S\SoundDeLight";"524288";"SoundDeLight";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Thalion Sound Demo ? 1989 Thalion";"1989 Thalion";"whdload";"0";"Thalion Sound Demo";"SoundDemo";"916043";"S\SoundDemo\SoundDemo.slave";"0";"S\SoundDemo";"524288";"Sound";"OCS/ECS";"";"";"Demo";"";""
"NoError, EmulTrap, ClearMem";"Sounddemo ? 1994 Syndicate.";"1994 Syndicate";"whdload";"0";"Sounddemo";"SoundDemoSyndicate";"919702";"S\SoundDemoSyndicate\SoundDemoSyndicate.Slave";"524288";"S\SoundDemoSyndicate";"524288";"SoundDemoSyndicate";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Disk ? 1990 Zenith.";"1990 Zenith";"whdload";"0";"Sound Disk";"SoundDisk";"925576";"S\SoundDisk\SoundDisk.slave";"524288";"S\SoundDisk";"524288";"SoundDisk";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sound Disk 1 ? 1988 Mygon.";"1988 Mygon";"whdload";"0";"Sound Disk 1";"SoundDisk1";"918403";"S\SoundDisk1\SoundDisk1.Slave";"0";"S\SoundDisk1";"524288";"SoundDisk1";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sound Disk 2 ? 1988 Mygon.";"1988 Mygon";"whdload";"0";"Sound Disk 2";"SoundDisk2";"918421";"S\SoundDisk2\SoundDisk2.Slave";"0";"S\SoundDisk2";"524288";"SoundDisk2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sounddisk ? 1991 Possessed.";"1991 Possessed";"whdload";"0";"Sounddisk";"SounddiskPossessed";"737475";"S\SounddiskPossessed\SounddiskPossessed.Slave";"0";"S\SounddiskPossessed";"524288";"SounddiskPossessed";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Engine ? 1990 Absence.";"1990 Absence";"whdload";"0";"Sound Engine";"SoundEngine";"846230";"S\SoundEngine\SoundEngine.Slave";"0";"S\SoundEngine";"524288";"SoundEngine";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Engine 2 ? 1990 Absence.";"1990 Absence";"whdload";"0";"Sound Engine 2";"SoundEngine2";"924423";"S\SoundEngine2\SoundEngine2.Slave";"0";"S\SoundEngine2";"524288";"SoundEngine2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Erection ? 1989 Shining 8.";"1989 Shining 8";"whdload";"0";"Sound Erection";"SoundErection";"702429";"S\SoundErection\SoundErection.Slave";"0";"S\SoundErection";"524288";"SoundErection";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Highlights 1 ? 1991 Timex.";"1991 Timex";"whdload";"0";"Sound Highlights 1";"SoundHighlights1";"919729";"S\SoundHighlights1\SoundHighlights1.Slave";"0";"S\SoundHighlights1";"524288";"SoundHighlights1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Mania 2 ? 1990 Pussy.";"1990 Pussy";"whdload";"0";"Sound Mania 2";"SoundMania2Pussy";"918780";"S\SoundMania2Pussy\SoundMania2Pussy.Slave";"0";"S\SoundMania2Pussy";"524288";"SoundMania2Pussy";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound of Music 7 ? 1990 Cave.";"1990 Cave";"whdload";"0";"Sound of Music 7";"SoundOfMusic7";"922447";"S\SoundOfMusic7\SoundOfMusic7.Slave";"0";"S\SoundOfMusic7";"524288";"SoundOfMusic7";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Sound of Silents ? 1990 The Silents";"1990 The Silents";"whdload";"0";"Sound of Silents";"SoundOfSilents";"923287";"S\SoundOfSilents\SoundOfSilents.Slave";"4096";"S\SoundOfSilents";"524288";"SoundOfSilents";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Quest 1 ? 1988 Quest.";"1988 Quest";"whdload";"0";"Sound Quest 1";"SoundQuest1";"582698";"S\SoundQuest1\SoundQuest1.Slave";"0";"S\SoundQuest1";"524288";"SoundQuest1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sound Quest 2 ? 1988 Quest.";"1988 Quest";"whdload";"0";"Sound Quest 2";"SoundQuest2";"785572";"S\SoundQuest2\SoundQuest2.Slave";"0";"S\SoundQuest2";"524288";"SoundQuest2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Soundrevolution 6 ? 1990 Celtic.";"1990 Celtic";"whdload";"0";"Soundrevolution 6";"Soundrevolution6";"861851";"S\Soundrevolution6\Soundrevolution6.Slave";"0";"S\Soundrevolution6";"524288";"Soundrevolution6";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"SoundsOfGnome";"914724";"S\SoundsOfGnome\SoundsOfGnome.slave";"";"S\SoundsOfGnome";"524288";"SoundsOfGnome";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Soundtracker Injury 2 ? 1989 Electronic Artists.";"1989 Electronic Artists";"whdload";"0";"Soundtracker Injury 2";"SoundtrackerInjury2";"511543";"S\SoundtrackerInjury2\SoundtrackerInjury2.Slave";"0";"S\SoundtrackerInjury2";"524288";"SoundtrackerInjury2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Soundtracker Injury 3 ? 1989 Electronic Artists.";"1989 Electronic Artists";"whdload";"0";"Soundtracker Injury 3";"SoundtrackerInjury3";"540348";"S\SoundtrackerInjury3\SoundtrackerInjury3.Slave";"0";"S\SoundtrackerInjury3";"524288";"SoundtrackerInjury3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Soundtrip ? 1991 Shadows.";"1991 Shadows";"whdload";"0";"Soundtrip";"Soundtrip";"840447";"S\Soundtrip\Soundtrip.Slave";"0";"S\Soundtrip";"524288";"Soundtrip";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Sound Vision ? 1992 Reflect.";"1992 Reflect";"whdload";"0";"Sound Vision";"SoundVision";"909829";"S\SoundVision\SoundVision.Slave";"507904";"S\SoundVision";"524288";"SoundVision";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sozzled Somersault ? 1993 The Silents.";"1993 The Silents";"whdload";"0";"Sozzled Somersault";"SozzledSomersault";"610429";"S\SozzledSomersault\SozzledSomersault.Slave";"1048576";"S\SozzledSomersault";"524288";"SozzledSomersault";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Spaced Out Vol. 1 ? 1991 Magnetic Fields.";"1991 Magnetic Fields";"whdload";"0";"Spaced Out Vol. 1";"SpacedOutVol1";"922089";"S\SpacedOutVol1\SpacedOutVol1.Slave";"0";"S\SpacedOutVol1";"524288";"SpacedOutVol1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Spaced Out Vol. 2 ? 1991 Magnetic Fields.";"1991 Magnetic Fields";"whdload";"0";"Spaced Out Vol. 2";"SpacedOutVol2";"922157";"S\SpacedOutVol2\SpacedOutVol2.Slave";"0";"S\SpacedOutVol2";"524288";"SpacedOutVol2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Spaceship ? 1988 Doctor Mabuse Orgasm Crackings.";"1988 Doctor Mabuse Orgasm Crackings";"whdload";"0";"Spaceship";"Spaceship";"125548";"S\Spaceship\Spaceship.Slave";"0";"S\Spaceship";"524288";"Spaceship";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Spasmolytic ? 199? Spaceballs.";"";"whdload";"0";"";"Spasmolytic";"912780";"S\Spasmolytic\Spasmolytic.slave";"";"S\Spasmolytic";"524288";"Spasmolytic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Spellcheck ? 1991 Andromeda.";"1991 Andromeda";"whdload";"0";"Spellcheck";"Spellcheck";"196895";"S\Spellcheck\Spellcheck.Slave";"0";"S\Spellcheck";"524288";"Spellcheck";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Tuneshow IV - Spherical Dreams";"1990 The Acoustic Revolution";"whdload";"0";"Tuneshow IV - Spherical Dreams";"SphericalDreams";"920208";"S\SphericalDreams\SphericalDreams.Slave";"0";"S\SphericalDreams";"524288";"SphericalDreams";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sploosh ? 1993 Anthrox.";"1993 Anthrox";"whdload";"0";"Sploosh";"Sploosh";"2724598";"S\Sploosh\Sploosh.Slave";"524288";"S\Sploosh";"524288";"Sploosh";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Sploosh 1.5 - Pond ? 1994 Anthrox.";"1994 Anthrox";"whdload";"0";"Sploosh 1.5 - Pond";"Sploosh15Pond";"1821281";"S\Sploosh15Pond\Sploosh15Pond.Slave";"524288";"S\Sploosh15Pond";"524288";"Sploosh15Pond";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Spring Melodies ? 1992 Anarchy (2 disks)";"1992 Anarchy";"whdload";"0";"Spring Melodies";"SpringMelodies";"1812824";"S\SpringMelodies\SpringMelodies.slave";"4096";"S\SpringMelodies";"1048576";"SpringMelodies";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag1";"926144";"S\Stag1\Stag1.slave";"0";"S\Stag1";"524288";"Stag1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag2";"926144";"S\Stag2\Stag2.slave";"0";"S\Stag2";"524288";"Stag2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag3";"926144";"S\Stag3\Stag3.slave";"0";"S\Stag3";"524288";"Stag3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag4";"926144";"S\Stag4\Stag4.slave";"0";"S\Stag4";"524288";"Stag4";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag5";"926144";"S\Stag5\Stag5.slave";"0";"S\Stag5";"524288";"Stag5";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag6";"926144";"S\Stag6\Stag6.slave";"0";"S\Stag6";"524288";"Stag6";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"StagExtra";"926148";"S\StagExtra\StagExtra.slave";"0";"S\StagExtra";"524288";"StagExtra";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"StagSeries";"6467943";"S\StagSeries\StagSeries.slave";"0";"S\StagSeries";"524288";"StagSeries";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Stateline ? 1992 Complex.";"1992 Complex";"whdload";"0";"Stateline";"Stateline";"698285";"S\Stateline\Stateline.Slave";"0";"S\Stateline";"524288";"Stateline";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"State of the Art (C) 1992 Spaceballs";"1992 Spaceballs";"whdload";"0";"State of the Art";"StateOfTheArt";"918926";"S\StateOfTheArt\StateOfTheArt.Slave";"4096";"S\StateOfTheArt";"1032192";"StateOfTheArt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Static Chaos ? 1992 The Silents";"1992 The Silents";"whdload";"0";"Static Chaos";"StaticChaos";"463405";"S\StaticChaos\StaticChaos.Slave";"524288";"S\StaticChaos";"524288";"StaticChaos";"OCS/ECS";"";"";"";"";""
"Disk";"Status Quo from Mad Elks (1 disk).";"Mad Elks";"whdload";"0";"Status Quo";"StatusQuo";"910883";"S\StatusQuo\StatusQuo.Slave";"0";"S\StatusQuo";"524288";"StatusQuo";"OCS/ECS";"";"";"";"";""
