Whdownload Game Archive File;Whdload Name
OperationNeptune_v1.0_0546.zip;Operation Neptune
OperationStealth_v2.0_1052.zip;Operation Stealth
OperationThunderbolt_v1.3a_0547.zip;Operation Thunderbolt
OperationWolf_v1.2_1128.zip;Operation Wolf
OrientalGames_v1.1_2263.zip;Oriental Games
Ork_v1.2.2_0219.zip;Ork
OrkAttackTheReturn_v1.0.lha;Ork Attack: The Return
Oscar_v1.8_AGA_1095.zip;Oscar (AGA)
Oscar_v1.8_CD32.zip;Oscar (CD32)
OsWALDOfTheIceFloes_v1.0.zip;OsWALD Of The Ice Floes
OutOfThisWorld_v2.4_1556.zip;Out Of This World
OutRun_v1.2_USGold_1161.zip;Out Run (U.S. Gold)
OutRunEuropa_v1.1.zip;Out Run Europa
Outzone_v1.1_2333.zip;Outzone
Overdrive_v2.0_1149.zip;Overdrive (Team 17)
Overkill_v1.1_AGA_0707.zip;Overkill (AGA)
Overlander_v1.0_1552.zip;Overlander (Elite)
Overlord_v1.0_Rowan_1312.zip;Overlord (Rowan)
OverTheNet_v1.0_2439.zip;Over The Net
Oxxonian_v1.0.zip;Oxxonian
P47Thunderbolt_v1.1_1227.zip;P47 Thunderbolt
PacificIslands_v1.0_2812.zip;Pacific Islands
PacLand_v1.1_0023.zip;Pac-Land
PacMania_v1.0_1117.zip;Pac-Mania
Pandora_v1.0_2460.zip;Pandora
Pang_v2.1_0929.zip;Pang
Pango_v1.0.zip;Pango
PanzaKickBoxing_v1.6_2400.zip;Panza Kick Boxing
Paperboy_v1.2.zip;Paperboy
Paperboy2_v1.2_0549.zip;Paperboy 2
Paradroid90_v0401.1_1MB_0692.zip;Paradroid 90 (1 MB)
ParaglidingSimulation_v1.0_2002.zip;Paragliding Simulation
Paramax_v1.1.zip;Paramax
ParanoiaComplex_v1.0_3038.lha;Paranoia Complex, The
ParasolStars_v1.4a_0139.zip;Parasol Stars: The Story Of Rainbow Islands II
PassingShot_v1.1_0708.zip;Passing Shot
Patrician_v1.3_1802.zip;Patrician, The
Pawn_v1.0_0709.zip;Pawn, The
Pegasus_v1.1_1645.lha;Pegasus
Perihelion_v1.4_0799.zip;Perihelion: The Prophecy
PersianGulfInferno_v1.0.zip;Persian Gulf Inferno, The
PersonalNightmare_v1.0_2650.zip;Personal Nightmare
PeterBeardsleysInternationalFootball_v1.2.zip;Peter Beardsley's International Football
PeterSchmeichelSoccer_v1.0.zip;Peter Schmeichel Soccer
PGAEuropeanTour_v1.1_CD32.zip;PGA European Tour (CD32)
PGAEuropeanTour_v1.1_AGA_2435.zip;PGA European Tour (AGA)
PGAEuropeanTour_v1.1_0550.zip;PGA European Tour
Phalanx_v1.1.zip;Phalanx
Phantasie_v1.0_1185.zip;Phantasie
Phantasie3_v1.0_1186.zip;Phantasie III: The Wrath Of Nikademus
PhantomFighter_v1.0.zip;Phantom Fighter
PharaohsCurse_v1.0.zip;Pharaoh's Curse
Phobia_v1.0_2225.zip;Phobia
PhotonStorm_v1.0_1427.zip;Photon Storm
PickNPile_v1.0.zip;Pick 'n' Pile
PierreLeChefIsOutToLunch_v2.3_CD32.zip;Pierre Le Chef Is ... Out To Lunch (CD32)
PierreLeChefIsOutToLunch_v2.3_AGA_0548.zip;Pierre Le Chef Is ... Out To Lunch (AGA)
PinballDreams_v1.3_0377.zip;Pinball Dreams
PinballFantasies_v2.6b_0025.zip;Pinball Fantasies
PinballFantasies_v2.6b_CD32.zip;Pinball Fantasies (CD32)
PinballFantasies_v2.6b_AGA_0047.zip;Pinball Fantasies (AGA)
PinballHazard_v1.1.zip;Pinball Hazard
PinballIllusions_v2.2_AGA_0710.zip;Pinball Illusions (AGA)
PinballIllusions_v2.2_CD32.zip;Pinball Illusions (CD32)
PinballMagic_v1.0_2003.zip;Pinball Magic
PinballMania_v1.4_AGA_0896.zip;Pinball Mania (AGA)
PinballPrelude_v1.2_2114.lha;Pinball Prelude (AGA)
PinballPrelude_v1.2_AGA_2327.lha;Pinball Prelude (AGA)
PinballWizard_v1.0.zip;Pinball Wizard
Pinkie_v1.1_1774.zip;Pinkie
PinkPanther_v1.0_0236.zip;Pink Panther
PipeDream_v1.0.zip;Pipe Dream
Pipeline_v1.1_Nomad.zip;Pipeline (Softworx) (Nomad)
PipeMania_v1.0_0220.zip;Pipe Mania
Pirates_v1.4_0552.zip;Pirates!
PiratesGold_v2.2_CD32.zip;Pirates! Gold (CD32)
PitFighter_v1.1_0196.zip;Pit-Fighter
PixieAndDixie_v1.0.zip;Pixie and Dixie
Plague_v1.0.zip;Plague, The
Plan9FromOuterSpace_v1.2a.zip;Plan 9 From Outer Space
Platoon_v1.1_1483.zip;Platoon
PlayerManager_v1.01_0171.zip;Player Manager
PlayerManager2_v1.0.zip;Player Manager 2
Plotting_v1.3_1844.zip;Plotting
Plutos_v1.1_0994.zip;Plutos
Pod_v1.0.zip;Pod
PoliceQuest_v1.0b_1207.zip;Police Quest: In Pursuit Of The Death Angel
PoliceQuest2_v1.0_1849.zip;Police Quest II: The Vengeance
PoliceQuest3_v1.2.zip;Police Quest III: The Kindred
Pong_v1.0.zip;Pong
Pool_v1.0_2177.zip;Pool (Mastertronic)
PoolOfRadiance_v1.1_0555.zip;Pool Of Radiance
PoolsOfDarkness_v1.1.zip;Pools Of Darkness
Popeye2_v1.1.zip;Popeye 2
Populous_v1.1_0069.zip;Populous
Populous&DataDisks_v1.1_0069&1217.zip;Populous & The Promised Lands & Populous Data Disk 2: The Final Frontier
Populous2_v1.3_0079.zip;Populous II: Trials Of The Olympian Gods
Populous2&ChallengeGames_v1.3_0079.zip;Populous II & The Challenge Games
PopulousWorldEditor_v1.0_0711.zip;Populous World Editor
Portal_v1.1.zip;Portal
PortsOfCall_v1.1_2489.zip;Ports Of Call
PostmanPat_v1.0_1092.zip;Postman Pat
POW_v1.1.zip;P.O.W.
Power_v1.1_1284.zip;Power, The
PowerDrift_v1.3_1444.zip;Power Drift (1 Disk)
PowerDrive_v1.0_1658.zip;Power Drive
Powerdrome_v1.0_0140.zip;Powerdrome
Powermonger_v1.3_0081.zip;Powermonger
PowermongerWW1Edition_v1.0_0614.zip;Powermonger WW1 Edition
PowerPinball_v1.1_CDTV.zip;Power Pinball (CDTV)
PowerPinball_v1.1.zip;Power Pinball
Powerplay_v1.0_0856.zip;Powerplay: The Game Of The Gods
Powerstyx_v1.1.zip;Powerstyx
PPHammer_v1.11_2036.zip;P. P. Hammer And His Pneumatic Weapon
Predator_v1.0.zip;Predator
Predator2_v1.1.zip;Predator 2
PrehistoricTale_v1.1.zip;Prehistoric Tale, A
Prehistorik_v1.3_0557.zip;Prehistorik
Premiere_v2.0_CD32.zip;Premiere (CD32)
Premiere_v2.0_1553.zip;Premiere
PremierManager_v1.0_2115.zip;Premier Manager
PremierManager2_v1.0_1130.zip;Premier Manager II
PremierManager3_v1.0_2127.zip;Premier Manager 3
PremierManager3_v1.0_AGA_2021.zip;Premier Manager 3 (AGA)
PremierManager3Deluxe_v1.0_2889.zip;Premier Manager 3 Deluxe
PrimalRage_v1.1_AGA.zip;Primal Rage (AGA)
PrimeMover_v1.1_0694.zip;Prime Mover
PrinceOfPersia_v3.0_1823.zip;Prince Of Persia
Prison_v1.0_0416.zip;Prison
ProBoxingSimulator_v1.1_1663.zip;Pro Boxing Simulator
ProjectX_v1.3_0886.lha;Project-X
ProjectXSE_v1.3_CD32.lha;Project-X (Revised Edition) (CD32)
ProjectXSE_v1.4_0927.lha;Project-X (Revised Edition)
ProjectXv2_v1.3_0289.lha;Project-X v.2
Projectyle_v1.11_0379.zip;Projectyle
Prophecy1VikingChild_v1.1b.zip;Prophecy I: The Viking Child
ProPowerBoatSimulator_v1.1_1803.zip;Pro Powerboat Simulator
ProSoccer2190_v1.0_1563.zip;ProSoccer 2190
ProspectorInTheMazesOfXor_v1.0_1465.zip;Prospector In The Mazes Of Xor
ProTennisSimulator_v1.3_Files.zip;Pro Tennis Simulator (Files)
ProTennisTour_v2.2_1080.zip;Pro Tennis Tour
ProTennisTour2_v1.3.zip;Pro Tennis Tour 2
Psyborg_v1.0_0561.zip;Psyborg
PsychoSanta_v1.0.zip;Psycho Santa
PubTriviaSimulator_v1.0_0775.zip;Pub Trivia Simulator
PuffysSaga_v1.1_1651.zip;Puffy's Saga
Puggsy_v1.0_1113.zip;Puggsy
PurpleSaturnDay_v1.1_0562.zip;Purple Saturn Day
PushOver_v1.11_1267.zip;Push-Over
Putty_v1.1_CD32.zip;Putty (CD32)
Putty_v1.1.zip;Putty
Puzznic_v1.3_0041.zip;Puzznic
Pyramax_v1.0_0563.zip;Pyramax
QBic_v1.1.zip;Q-Bic
Qix_v1.0.zip;Qix
Quadralien_v1.0_0918.zip;Quadralien
Quadrel_v1.0_0380.zip;Quadrel
Quartz_v1.1_2020.zip;Quartz
QuestForGlory2_v1.2.zip;Quest For Glory II: Trial By Fire
QuestForTheTimeBird_v1.1_0564.zip;Quest For The Time-Bird, The
QuestionOfSport_v1.0_2143.zip;Question Of Sport, A
QuestOfAgravain_v1.1_0141.zip;Quest Of Agravain, The
Questron2_v1.02_1187.zip;Questron II
QuiksilverPinball_v1.2.zip;Quiksilver Pinball Simulator
QuikTheThunderRabbit_v1.1_AGA.zip;Quik The Thunder Rabbit (AGA)
QuikTheThunderRabbit_v1.1_CD32.zip;Quik The Thunder Rabbit (CD32)
QuikTheThunderRabbit_v1.1.zip;Quik The Thunder Rabbit
Qwak_v1.2_0715.zip;Qwak
Qwak_v1.2_CD32.zip;Qwak (CD32)
RaceDrivin_v0601.1.zip;Race Drivin'
RackneysIsland_v1.0.zip;Rackney's Island
Racter_v1.0.zip;Racter
Raffles_v1.0_CDTV.zip;Raffles (CDTV)
Raffles_v1.0_0021.zip;Raffles
Rage_v1.1_CAD.zip;Rage (CAD Software)
RageV2_v1.0.zip;Rage v2 (Scorpius)
Raider_v1.0_1613.zip;Raider
RailroadTycoon_v1.2_0619.zip;Railroad Tycoon
RainbowIslands_v1.3_0012.zip;Rainbow Islands
RainbowWarrior_v1.1.zip;Rainbow Warriors
RallyChampionships_v1.1.zip;Rally Championships
RallyChampionships_v1.1_AGA.zip;Rally Championships (AGA)
RallyCrossChallenge_v1.0.zip;Rally Cross Challenge
Rambo3_v1.1_2432.zip;Rambo III
Rampage_v1.3.zip;Rampage
Rampart_v1.0.zip;Rampart
RanX_v1.4.zip;Ranx: The Video Game
RatTrap_v1.0.zip;Rat Trap
RBI2Baseball_v1.2_2116.zip;R.B.I. Two Baseball
RealGhostbusters_v1.0_0198.zip;Real Ghostbusters, The
Realms_v1.3_1497.zip;Realms
RealmsOfArkania_v1.2_0616.zip;Realms Of Arkania: Blade Of Destiny
RealPopeye_v1.1.zip;Real Popeye, The
Rebellion_v1.0.lha;Rebellion
RedBaron_v2.1_1595.zip;Red Baron
RedHeat_v1.0.zip;Red Heat
RedLightning_v1.0.zip;Red Lightning
RedStormRising_v1.0_1603.zip;Red Storm Rising
RedZone_v2.0.zip;Red Zone
Reflexity_v1.0.zip;Reflexity: Pinball Challenge
Renaissance_v1.01_2415.zip;Renaissance
Renegade_v1.2.zip;Renegade
Renegade3_v1.0.zip;Renegade III: The Final Chapter
Renegades_v1.0.zip;Renegades
Resolution101_v1.0.zip;Resolution 101
ReturnOfTheJedi_v1.2_2153.zip;Star Wars: Return Of The Jedi
ReturnToAtlantis_v1.0_0717.zip;Return To Atlantis
ReturnToGenesis_v1.0.zip;Return To Genesis
Reunion_v1.0_AGA.zip;Reunion (AGA)
Reunion_v1.0.zip;Reunion
Revelation_v1.1_1903.zip;Revelation!
RevengeOfDefender_v1.0.zip;Revenge Of Defender
RevengeOfTheMutantCamels_v1.0.zip;Revenge Of The Mutant Camels
RickDangerous_v1.2_0776.zip;Rick Dangerous
RickDangerous2_v1.2_0570.zip;Rick Dangerous II
RickDangerous25_v1.2.zip;Rick Dangerous II
Ringside_v1.0_1611.zip;Ringside
RingsOfMedusa_v1.1_2827.zip;Rings Of Medusa
RiseOfTheDragon_v1.1_1793.zip;Rise Of The Dragon
RiseOfTheRobots_v1.2_AGA_1763.zip;Rise Of The Robots (AGA)
RiseOfTheRobots_v1.2_CD32.zip;Rise Of The Robots (CD32)
Risk_v1.0_1125.zip;Risk
RiskyWoods_v1.0_0571.zip;Risky Woods
RoadBlasters_v1.1_0718.zip;Road Blasters
Roadkill_v2.1b_CD32.zip;Roadkill (CD32)
Roadkill_v2.1b_AGA_1108.zip;Roadkill (AGA)
RoadRash_v1.4_1313.zip;Road Rash
RoadwarEuropa_v1.0_2510.zip;Roadwar Europa
RoadWars_v1.1_0142.zip;Roadwars (Arcadia)
RobinHoodLegendQuest_v1.0.zip;Robin Hood: Legend Quest
RobinsonsRequiem_v1.1.zip;Robinson's Requiem
RobinsonsRequiem_v1.1_AGA_1866.zip;Robinson's Requiem (AGA)
RoboCop_v1.2_2066.zip;RoboCop
RoboCop2_v1.2_1220.zip;RoboCop 2
RoboCop3_v1.3_0979.zip;RoboCop 3
RoboSport_v1.0_2592.zip;RoboSport
Robotnic_v1.0_2161.zip;Robotnic
RockChallenge_v1.0.zip;Rock Challenge
RocketRanger_v1.5b_1641.zip;Rocket Ranger
Rockford_v1.0.zip;Rockford
RockNRoll_v2.0_0801.lha;Rock 'n Roll
RockStarAteMyHamster_v0801.1.zip;Rock Star Ate My Hamster
RodLand_v1.4_1509.zip;Rod-Land
RogueTrooper_v1.1.zip;Rogue Trooper
Roketz_v1.1_AGA.zip;Roketz (AGA)
RollerCoasterRumbler_v1.0_0698.zip;Roller Coaster Rumbler
RollingRonny_v1.0.zip;Rolling Ronny: The Errand-Boy
RollOrDie_v1.2.zip;Roll Or Die
RomeAD92_v1.2_0780.zip;Rome AD92: The Pathway To Power
Rotor_v1.1.zip;Rotor
Rotox_v1.0_2496.zip;Rotox
RoundTheBend_v1.0.zip;Round The Bend!
RType_v1.4.1_0940.zip;R-Type
RType2_v1.1_2065.zip;R-Type II
Rubicon_v1.1_0573.zip;Rubicon
Ruff&ReddyInTheSpaceAdventure_v1.1.zip;Ruff And Reddy In The "Space Adventure"
Ruffian_v1.1_2411.zip;Ruffian
RuffNTumble_v2.0_0199.zip;Ruff 'n' Tumble
RugbyTheWorldCup_v1.2_3730.lha;Rugby: The World Cup
RunningMan_v1.0_0382.zip;Running Man, The
RunTheGauntlet_v1.1_1250.zip;Run The Gauntlet
Rushhour_v1.0.zip;Rushhour
RVFHonda_v1.1_1081.lha;RVF Honda
SabreTeam_v1.2.zip;Sabre Team
SabreTeam_v1.2_AGA_1158.zip;Sabre Team (AGA)
SabreTeam_v1.2_CD32.zip;Sabre Team (CD32)
SafariGuns_v1.0.zip;Safari Guns
Saint&Greavsie_v1.0.zip;Saint & Greavsie
SaintDragon_v1.4_1079.zip;Saint Dragon
SalmonPinkMax_v1.0.zip;Salmon-Pink Max
SantasXmasCaper_v1.1.zip;Santa's Xmas Caper
Sarakon_v1.2_1860.zip;Sarakon
Sarcophaser_v1.0_3078.lha;Sarcophaser
SASCombatSimulator_v1.2_QuattroFighters_2205.zip;SAS Combat Simulator (Quattro Fighters)
Satan_v1.2.zip;Satan
Savage_v1.0_0028.zip;Savage
Scapeghost_v1.0.zip;Scapeghost
ScoobyDoo&ScrappyDoo_v0501.1_0062.zip;Scooby Doo And Scrappy Doo
Scorpio_v1.0.zip;Scorpio
Scorpion_v1.2.zip;Scorpion
Scrabble_v1.0.zip;Scrabble
ScrambleSpirits_v1.0_1955.zip;Scramble Spirits
ScrollingWalls_v1.0.zip;Scrolling Walls
SDI_v1.0_Cinemaware_1266.zip;S.D.I. (Cinemaware)
SecondSamurai_v1.1_0721.zip;Second Samurai
SecondSamurai_v1.1_AGA_1624.zip;Second Samurai (AGA)
SecondsOut_v1.0.zip;Seconds Out
SecretOfMonkeyIsland_v3.4_1625.zip;Secret Of Monkey Island, The
SecretOfTheSilverBlades_v1.0.zip;Secret Of The Silver Blades
Seek&Destroy_v1.1_AGA_0252.zip;Seek And Destroy (AGA)
Seek&Destroy_v1.1_0252.zip;Seek And Destroy
SensibleGolf_v1.2_0200.zip;Sensible Golf
SensibleSoccer_v1.2_0384.zip;Sensible Soccer v1.0
SensibleSoccer9293_v1.2_2391.zip;Sensible Soccer v1.1 - European Champions - 92/93 Season
SensibleSoccerBulldogBlighty_v1.0.zip;Sensible Soccer 92/93 Meets Bulldog Blighty
SensibleSoccerEuropeanChampions_v1.2_0722.zip;Sensible Soccer v1.1 - European Champions
SensibleSoccerInternationalEdition_v1.2_1681.zip;Sensible Soccer v1.2 - International Edition: World Champions
SensibleSoccerInternationalEdition_v1.0_CD32.zip;Sensible Soccer v1.2 - International Edition: World Champions (CD32)
SensibleTrainSpotting_v1.0.zip;Sensible Train-spotting
SensibleWorldOfMoonSoccer_v1.0.zip;Sensible World Of Moon Soccer
SensibleWorldOfSoccer_v1.7_0840.zip;Sensible World Of Soccer
SensibleWorldOfSoccer11_v1.7_0201.zip;Sensible World Of Soccer v1.1
SensibleWorldOfSoccer9596_v1.7_1755.zip;Sensible World Of Soccer 95/96
SensibleWorldOfSoccer9596EuropeanChampions_v1.7_1825.zip;Sensible World Of Soccer 95/96 - European Championship Edition
SensibleWorldOfSoccer9697_v1.7_0842.zip;Sensible World Of Soccer 96/97
Sentinel_v1.0.zip;Sentinel, The (Firebird)
Settlers_v1.5_0143.zip;Settlers, The
SevenCitiesOfGold_v1.1_0908.zip;Seven Cities Of Gold
SevenGatesOfJambala_v1.1_Files.zip;Seven Gates Of Jambala, The (Files)
Sextimates_v1.0.zip;Sextimates
SeymourGoesToHollywood_v1.3.zip;Seymour Goes To Hollywood
ShadowDancer_v1.0_0202.zip;Shadow Dancer
ShadowFighter_v1.0_AGA_0203.zip;Shadow Fighter (AGA)
ShadowFighter_v1.0_1630.zip;Shadow Fighter
ShadowFighter_v1.0_CD32.zip;Shadow Fighter (CD32)
Shadowgate_v1.0_0290.zip;Shadowgate
Shadowlands_v1.6_0574.zip;Shadowlands
ShadowOfTheBeast_v2.1b_1357.zip;Shadow Of The Beast
ShadowOfTheBeast2_v1.3a_1359.zip;Shadow Of The Beast II
ShadowOfTheBeast3_v1.3.zip;Shadow Of The Beast III
Shadoworlds_v1.0_0030.zip;Shadoworlds
ShadowSorcerer_v1.0_0275.zip;Shadow Sorcerer
ShadowWarriors_v1.1_0830.zip;Shadow Warriors
Shanghai_v1.2_1388.zip;Shanghai
ShaqFu_v1.1.zip;Shaq Fu
ShaqFu_v1.1_AGA_1761.zip;Shaq Fu (AGA)
SharkeysMoll_v1.2_2133.zip;Sharkey's Moll
SheFox_v1.3_0383.zip;She-Fox
ShermanM4_v1.1.zip;Sherman-M4
Shinobi_v1.3_1054.zip;Shinobi
ShockWave_v1.0_0723.zip;ShockWave
Shuffle_v1.0_0724.zip;Shuffle
ShufflepuckCafe_v1.1_1143.zip;Shufflepuck Cafe
Shuttle_v0.9_1906.zip;Shuttle: The Space Flight Simulator
SideShow_v1.1_0779.zip;Sideshow
SideWinder_v1.2.zip;SideWinder
SideWinder2_v1.0_1561.zip;SideWinder II
SierraSoccer_v1.01_1539.zip;Sierra Soccer: World Challenge Edition
SilentService_v1.1_0402.zip;Silent Service: The Submarine Simulation
SilentService2_v2.1b_0949.zip;Silent Service II
SiliconDreams_v1.0_1415.zip;Silicon Dreams
Silkworm_v1.3_2413.zip;Silk Worm
SimCity_v1.0_CDTV.zip;Sim City (CDTV)
SimCity_v1.0_512k_0888.zip;Sim City (512 KB)
SimCity12_v1.0_2193.zip;Sim City v1.2
SimLife_v1.0_2585.zip;Sim Life
SimLife_v1.0_AGA_0889.zip;Sim Life (AGA)
SimonTheSorcerer_v1.3_AGA_0898.zip;Simon The Sorcerer (AGA)
SimonTheSorcerer_v1.3.zip;Simon The Sorcerer
Simulcra_v1.1.1.zip;Simulcra
Sinbad_v1.2_0083.zip;Sinbad And The Throne Of The Falcon
SinkOrSwim_v1.1_1MB.zip;Sink Or Swim (1 MB)
SirFredTheLegend_v1.0_1652.zip;Sir Fred: The Legend
Sixiang_v1.0_2757.lha;Sixiang
SkaermtroldenHugo_v1.0_Dk.zip;Shadowgate (Dk)
SkateOfTheArt_v1.0.zip;Skate Of The Art
SkeetShoot_v1.1_2231.zip;Skeet Shoot
SkeletonKrew_v2.0_CD32.zip;Skeleton Krew (CD32)
SkeletonKrew_v1.0_AGA_0725.zip;Skeleton Krew (AGA)
Skidmarks_v1.0_0204.zip;Skidmarks
Skidmarks_v1.0_AGA_0204.zip;Skidmarks (AGA)
Skidz_v1.0.zip;Skidz
SkiOrDie_v1.0_1258.zip;Ski Or Die
Skrull_v1.0_1709.zip;Skrull The Barbarian
Skull&Crossbones_v1.3_0285.lha;Skull & Crossbones
Skweek_v1.2_2401.zip;Skweek
SkyChase_v1.2_2610.zip;SkyChase   
Skyfox_v1.0_0903.zip;Skyfox
Skyfox2_v1.0.zip;Skyfox II: The Cygnus Conflict
SkyHighStuntman_v1.1.zip;Sky High Stuntman
Slackskin&Flint_v1.0.zip;Slackskin & Flint
SlamTilt_v3.5_AGA_1151.zip;Slam Tilt (AGA)
Slayer_v1.1.zip;Slayer
SleepingGodsLie_v1.0_0782.zip;Sleeping Gods Lie
Sleepwalker_v1.2_AGA_ComicRelief_1880.zip;Sleepwalker (Comic Relief) (AGA)
Sleepwalker_v1.2_2611.zip;Sleepwalker
Sliders_v1.1.zip;Sliders
SlightlyMagic_v1.0_2174.zip;Slightly Magic
SlipStream_v1.0_1629.zip;Slip Stream
SlySpySecretAgent_v1.0_1259.zip;Sly Spy: Secret Agent
SmashTV_v1.0_2293.zip;Smash T.V.
Snapperazzi_v1.0_2534.lha;Snapperazzi
Sneech_v1.0.zip;Sneech
Snoopy&Peanuts_v1.0.zip;Snoopy And Peanuts
SnowBros_v1.2_Files_2601.zip;Snow Bros. (Files)
SnowStrike_v1.0_2419.zip;Snow Strike
SoccerKid_v1.1_AGA_1150.zip;Soccer Kid (AGA)
SoccerKid_v1.1_CD32.zip;Soccer Kid (CD32)
SoccerKid_v1.0_1129.zip;Soccer Kid
SoccerPinball_v1.2_2522.zip;Soccer Pinball
Soldier2000_v1.2.zip;Soldier 2000
SoldierOfLight_v1.1_2001.zip;Soldier Of Light (Xain'd Sleena)
SonicBoom_v1.1_2561.zip;Sonic Boom
SonShuShi_v1.2_2513.zip;Son Shu Shi
Sooty&Sweep_v1.0a.zip;Sooty & Sweep
Sophelie_v1.0.zip;Sophelie
SorcererLord_v1.0.zip;Sorcerer Lord
SorcerorsApprentice_v1.0.zip;Sorcerors Apprentice
Sorcery+_v1.01_1562.zip;Sorcery+
SorceryPlus_v1.02_1562.lha;Sorcery+
Sorefist_v1.0.zip;Sorefist
SpaceAce_v1.10_0085.zip;Space Ace
SpaceAce2_v1.1_0931.zip;Space Ace II: Borf's Revenge
Spaceball_v1.1_2675.zip;Spaceball
SpaceCrusade_v2.2_1535.zip;Space Crusade
SpaceCrusade&TheVoyageBeyond_v2.2_1535.zip;Space Crusade: The Voyage Beyond
Spacecutter_v1.0_1408.zip;Spacecutter
SpaceGun_v1.1.zip;Space Gun
SpaceHarrier_v1.2_1600.zip;Space Harrier
SpaceHarrier&ReturnToTheFantasyZone_v1.2.zip;Space Harrier: Return To The Fantasy Zone
SpaceHarrier2_v1.0_1121.zip;Space Harrier II
SpaceHulk_v1.0_1279.zip;Space Hulk
SpacePilot89_v1.1.zip;Space Pilot 89
SpaceQuest_v1.1-B.zip;Space Quest: The Sarien Encounter
SpaceQuest2_v1.0.zip;Space Quest II: Vohaul's Revenge
SpaceQuest3_v1.2_0292.zip;Space Quest III: The Pirates Of Pestulon
SpaceQuest4_v1.1_1177.zip;Space Quest IV: Roger Wilco And The Time Rippers
SpaceQuestEnhanced_v1.2_2222.zip;Space Quest: The Sarien Encounter Enhanced
SpaceRacer_v1.0_0580.zip;Space Racer
SpaceRanger_v0.1_Arcadia.zip;Space Ranger (Arcadia)
SpaceRogue_v1.1_2069.zip;Space Rogue
SpaceStation_v1.0_1615.zip;Space Station: Part I
SpecialForces_v1.0_0728.zip;Special Forces
Speedball_v2.0_0086.zip;Speedball
Speedball2_v2.2_CD32.zip;Speedball 2: Brutal Deluxe (CD32)
Speedball2_v1.0_2897.zip;Speedball 2: Brutal Deluxe
SpeedboatAssassins_v1.0_1664.zip;Speedboat Assassins
SpeedBuggy_v1.1.zip;Speed Buggy
SpellBound_v1.0_0783.zip;Spell Bound (Psyclapse)
SpellfireTheSorceror_v1.1_0231.zip;Spellfire The Sorceror
SperisLegacy_v1.1_CD32.zip;Speris Legacy, The (CD32)
SperisLegacy_v1.1_AGA_1337.zip;Speris Legacy, The (AGA)
Spherical_v1.1_0977.zip;Spherical
SphericalWorlds_v1.0.zip;Spherical Worlds
SpikeInTransylvania_v1.0.zip;Spike In Transylvania
SpindizzyWorlds_v1.1_1179.zip;Spindizzy Worlds
SpittingImage_v1.0.zip;Spitting Image
Spot_v1.0_1558.zip;Spot
SpyVsSpy_v1.0_0389.zip;Spy Vs Spy
SpyVsSpy2TheIslandCaper_v1.0_0729.zip;Spy Vs Spy 2: The Island Caper
SpyVsSpy3ArcticAntics_v1.0_0730.zip;Spy Vs Spy 3: Arctic Antics
SpyWhoLovedMe_v1.0_2186.zip;Spy Who Loved Me, The
Sqrxz_v1.0.lha;Sqrxz
StackUp_v1.2_0381.zip;Stack Up
Starbirds_v1.1.zip;Starbirds
Starblade_v1.1.zip;Starblade
Starblaze_v1.0_0731.zip;Starblaze
StarCommand_v1.0_0989.zip;Star Command
StarControl_v1.0.zip;Star Control
Stardust_v1.4_2102.zip;Stardust
Starglider_v1.0_0174.zip;Starglider
Starglider2_v1.2.1.zip;Starglider 2
StarGoose_v1.0_1055.zip;Star Goose!
Starians_v1.0.zip;Starians
Starlord_v1.1_1878.zip;Starlord
StarRay_v3.0_1Disk_1721.zip;StarRay (1 Disk)
StarTrash_v1.1_0695.zip;Star Trash
StarTrek25thAnniversary_v1.0_AGA_1466.zip;Star Trek: 25th Anniversary (AGA)
Starush_v1.0_Files.zip;Starush (Files)
StarWars_v4.0_0403.zip;Star Wars
Steel_v1.1_1981.zip;Steel
SteelEmpire_v1.1_1659.zip;Steel Empire
StegTheSlug_v1.1_2271.zip;Steg The Slug
Steigar_v1.0.zip;Steigar
Stellar7_v1.0_2026.zip;Stellar 7
StirCrazyFeaturingBobo_v1.0_1951.zip;Bobo (Stir Crazy)
StoneAge_v1.1.zip;Stone Age
Stormball_v1.1_0404.zip;Stormball
Stormlord_v1.2_0874.zip;Stormlord (Hewson)
StormMaster_v1.6_0620.zip;Storm Master
Stratego_v1.1.1.zip;Stratego
StreetFighter_v1.0.zip;Street Fighter
StreetFighter2_v1.1_0882.zip;Street Fighter II: The World Warrior
StreetGang_v1.0.zip;Street Gang
StreetRacer_v1.5_CD32.zip;Street Racer (CD32)
StreetRod_v1.01.zip;Street Rod
StreetRod2_v1.0.zip;Street Rod 2
Strider_v1.0_1224.zip;Strider
Strider2_v1.1_0386.zip;Strider II
Striker_v1.0_1075.zip;Striker (Rage)
StripPoker_v1.0.zip;Strip Poker: A Sizzling Game Of Chance
StripPoker2+_v1.1_0584.zip;Strip Poker II+
StripPoker2+&DataDisk1_v1.1_0584&0784.zip;Strip Poker II+ & Data Disk #1: Beverley & Dawn
StripPot_v1.1_AGA.zip;Strip Pot (AGA)
StripPot_v1.1_CD32.zip;Strip Pot (CD32)
Stryx_v1.1_0733.zip;Stryx
STUNRunner_v1.0.zip;S.T.U.N. Runner
StuntCarRacer_v1.3_0222.zip;Stunt Car Racer
StuntCarRacerTNT_v1.3.zip;Stunt Car Racer TNT (The New Tracks)
StuntTrackRacer_v1.0_1142.zip;Stunt Track Racer
